Name,Description,Primary database model,Secondary database models,DB-Engines Ranking Trend Chart,Website,Technical documentation,Developer,Initial release,Current release,License,License_info,Cloud-based only,DBaaS offerings (sponsored links),Implementation language,Server operating systems,Data scheme,Typing,XML support,Secondary indexes,SQL,APIs and other access methods,Supported programming languages,Server-side scripts,Triggers,Partitioning methods,Replication methods,MapReduce,Consistency concepts,Foreign keys,Transaction concepts,Concurrency,Durability,In-memory capabilities,User concepts
GraphDB,"Enterprise-ready RDF and graph database with efficient reasoning, cluster and external index synchronization support. It supports also SQL JDBC access to Knowledge Graph and GraphQL over SPARQL.","Graph DBMS,RDF store",,"Score,2.32,Rank,#131,Overall,#8,Graph DBMS,#5,RDF stores",www.ontotext.com,graphdb.ontotext.com/documentation,Ontotext,2000,"10.2, February 2023",commercial,Some plugins of GraphDB Workbench are open sourced,no,,Java,"All OS with a Java VM,Linux,OS X,Windows",schema-free and OWL/RDFS-schema support; RDF shapes,yes,no,"yes, supports real-time synchronization and indexing in SOLR/Elastic search/Lucene and GeoSPARQL geometry data indexes",stored SPARQL accessed as SQL using Apache Calcite through JDBC/ODBC,"GeoSPARQL,GraphQL,GraphQL Federation,Java API,JDBC,RDF4J API,RDFS,RIO,Sail API,Sesame REST HTTP Protocol,SPARQL 1.1",".Net,C#,Clojure,Java,JavaScript (Node.js),PHP,Python,Ruby,Scala",well-defined plugin interfaces; JavaScript server-side extensibility,no,none,Multi-source replication,no,"Immediate Consistency, Eventual consistency (configurable in cluster mode per master or individual client request)",yes,ACID,yes,yes,,"Default Basic authentication through RDF4J client, or via Java when run with cURL, default token-based in the Workbench or via Rest API, optional access through OpenID or Kerberos single sign-on."
OpenTSDB,"Scalable Time Series DBMS based on,HBase",Time Series DBMS,,"Score,2.32,Rank,#132,Overall,#10,Time Series DBMS",opentsdb.net,opentsdb.net/docs/build/html/index.html,currently maintained by Yahoo and other contributors,2011,,Open Source,LGPL,no,,Java,"Linux,Windows",schema-free,"numeric data for metrics, strings for tags",no,no,no,"HTTP API,Telnet API","Erlang,Go,Java,Python,R,Ruby",no,no,Sharding,selectable replication factor,no,Immediate Consistency,no,no,yes,yes,no,no
Datomic,"Datomic builds on immutable values, supports point-in-time queries and uses 3rd party systems for durability",Relational DBMS,,"Score,2.25,Rank,#133,Overall,#65,Relational DBMS",www.datomic.com,docs.datomic.com,Cognitect,2012,"1.0.6362, January 2022",commercial,limited edition free,no,,"Java, Clojure",All OS with a Java VM,yes,yes,no,yes,no,RESTful HTTP API,"Clojure,Java",yes,By using transaction functions,none,none,no,Immediate Consistency,no,ACID,yes,yes,yes,no
DuckDB,"An embeddable, in-process, column-oriented SQL OLAP,RDBMS",Relational DBMS,,"Score,2.14,Rank,#134,Overall,#66,Relational DBMS",duckdb.org,duckdb.org/docs,,2018,"0.2, August 2020",Open Source,MIT License,no,,C++,server-less,yes,yes,no,yes,yes,"CLI Client,JDBC","C,C++,Go,Java,Python,R,Ruby",no,no,none,none,no,Immediate Consistency,no,ACID,"yes, multi-version concurrency control (MVCC)",yes,yes,no
TimesTen,"In-Memory,RDBMS,compatible to Oracle",Relational DBMS,,"Score,2.12,Rank,#135,Overall,#67,Relational DBMS",www.oracle.com/database/technologies/related/timesten.html,docs.oracle.com/database/timesten-18.1,"Oracle, TimesTen Performance Software, HP",1998,11 Release 2 (11.2.2.8.0),commercial,,no,,,"AIX,HP-UX,Linux,OS X,Solaris SPARC/x86,Windows",yes,yes,no,yes,yes,"JDBC,ODBC,ODP.NET,Oracle Call Interface (OCI)","C,C++,Java,PL/SQL",PL/SQL,no,none,"Multi-source replication,Source-replica replication",no,Immediate Consistency or Eventual Consistency depending on configuration,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
Tibero,"A secure RDBMS, designed for easy portability from Oracle",Relational DBMS,,"Score,2.12,Rank,#136,Overall,#68,Relational DBMS",www.tmaxsoft.com/products/tibero,technet.tmaxsoft.com/upload/download/online/tibero/pver-20150504-000002/index.html,TmaxSoft,2003,"6, April 2015",commercial,,no,,C and Assembler,"AIX,HP-UX,Linux,Solaris,Windows",yes,yes,yes,yes,yes,"JDBC,ODBC,ODP.NET,Oracle Call Interface (OCI),Tibero CLI","C,C#,C++,Cobol,Java,Objective-C,Perl,PHP,Python,Ruby,Visual Basic",Persistent Stored Procedure (PSM),yes,horizontal partitioning,"Multi-source replication,Source-replica replication",no,Immediate Consistency,yes,ACID,yes,yes,no,"fine grained access rights according to SQL-standard (SQL 92, SQL 99)"
BaseX,"Light-weight,Native XML DBMS,with support for XQuery 3.0 and interactive GUI.",Native XML DBMS,,"Score,2.11,Rank,#137,Overall,#4,Native XML DBMS",basex.org,docs.basex.org,BaseX GmbH,2007,"10.5, March 2023",Open Source,BSD license,no,,Java,"Linux,OS X,Windows",schema-free,no,,yes,no,"Java API,RESTful HTTP API,RESTXQ,WebDAV,XML:DB,XQJ","Actionscript,C,C#,Haskell,Java,JavaScript,Lisp,Perl,PHP,Python,Qt,Rebol,Ruby,Scala,Visual Basic",yes,yes,none,none,no,,no,"multiple readers, single writer",yes,yes,,Users with fine-grained authorization concept on 4 levels
SpatiaLite,"Spatial extension of,SQLite",Spatial DBMS,Relational DBMS,"Score,2.10,Rank,#138,Overall,#3,Spatial DBMS",www.gaia-gis.it/fossil/libspatialite/index,www.gaia-gis.it/gaia-sins/spatialite_topics.html,Alessandro Furieri,2008,"5.0.0, August 2020",Open Source,"MPL 1.1, GPL v2.0 or LGPL v2.1",no,,C++,server-less,yes,yes,no,yes,yes,,,no,yes,none,none,no,,yes,ACID,yes,yes,yes,no
VoltDB,"Distributed In-Memory NewSQL,RDBMS",Relational DBMS,,"Score,2.08,Rank,#139,Overall,#69,Relational DBMS",www.voltdb.com,docs.voltdb.com,VoltDB Inc.,2010,"11.3, April 2022",Open Source,"AGPL for Community Edition, commercial license for Enterprise, AWS, and Pro Editions",no,,"Java, C++","Linux,OS X",yes,yes,,yes,yes,"Java API,JDBC,RESTful HTTP/JSON API","C#,C++,Erlang,Go,Java,JavaScript,PHP,Python",Java,no,Sharding,"Multi-source replication,Source-replica replication",no,,no,ACID,yes,yes,,Users and roles with access to stored procedures
jBASE,A robust multi-value DBMS comprising development tools and middleware,Multivalue DBMS,,"Score,2.07,Rank,#140,Overall,#3,Multivalue DBMS",www.jbase.com,docs.zumasys.com/jbase,Zumasys,1991,5.7,commercial,,no,,,"AIX,Linux,Windows",schema-free,optional,yes,,Embedded SQL for jBASE in BASIC,"JDBC,ODBC,Proprietary protocol,RESTful HTTP API,SOAP-based API",".Net,Basic,Jabbascript,Java",yes,yes,Sharding,yes,no,,no,ACID,yes,yes,yes,Access rights can be defined down to the item level
ObjectStore,,Object oriented DBMS,,"Score,2.06,Rank,#141,Overall,#3,Object oriented DBMS",ignitetech.com/objectstore,,Ignite Technologies,1988,"2013 Update 1, April 2014",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
OceanBase,"A distributed, high available,RDBMS,compatible with,Oracle,and,MySQL",Relational DBMS,,"Score,2.05,Rank,#142,Overall,#70,Relational DBMS",open.oceanbase.com,open.oceanbase.com/docs,OceanBase,2011,"3.2.3, March 2022",Open Source,Commercial license available,no,,,Linux,yes,yes,no,,yes,"JDBC,ODBC,ODP.NET,Oracle Call Interface (OCI),Proprietary native API,Table API","Ada,C,C++,D,Delphi,Eiffel,Erlang,Haskell,Java,JavaScript (Node.js),Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl","PL/SQL in oracle-compatible mode, MySQL Stored Procedure in mysql-compatible mode",yes,"horizontal partitioning (by hash, key, range, range columns, list, and list columns)",Multi-source replication using Paxos,no,,yes,ACID,yes,yes,,"Access rights for users, groups and roles according to SQL-standard"
Db4o,,Object oriented DBMS,,"Score,2.03,Rank,#143,Overall,#4,Object oriented DBMS",sourceforge.net/projects/db4o,,,2001,8.0,Open Source,commercial license available for existing customers only,no,,,,,,,,,,,,,,,,,,,,,,
TigerGraph,"A complete, distributed, parallel graph computing platform supporting web-scale data analytics in real-time",Graph DBMS,,"Score,1.96,Rank,#144,Overall,#9,Graph DBMS",www.tigergraph.com,docs.tigergraph.com,,2017,,commercial,,no,,,Linux,yes,yes,no,,SQL-like query language (GSQL),"GSQL (TigerGraph Query Language),Kafka,RESTful HTTP/JSON API","C++,Java",yes,no,,,yes,,yes,ACID,yes,yes,no,Role-based access control
IBM Db2 warehouse,Cloud-based data warehousing service,Relational DBMS,,"Score,1.90,Rank,#145,Overall,#71,Relational DBMS",www.ibm.com/products/db2-warehouse,,IBM,2014,,commercial,,yes,,,hosted,yes,yes,no,,yes,".NET Client API,JDBC,ODBC,OLE DB","Java,JavaScript (Node.js),Perl,PHP,Python,R,Ruby","PL/SQL, SQL PL",yes,Sharding,yes,no,,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
QuestDB,"A high performance open source SQL database for,time series data",Time Series DBMS,,"Score,1.89,Rank,#146,Overall,#11,Time Series DBMS",questdb.io,questdb.io/docs/introduction,QuestDB Limited,2014,,Open Source,Apache 2.0,no,,,"Linux,macOS,Windows",yes,yes,no,,SQL-like query language,"HTTP REST,InfluxDB Line Protocol (TCP/UDP),JDBC","C,C++,Go,Java,JavaScript (Node.js),Python,Rust",no,no,horizontal partitioning (by timestamps),Configurable consistency for N replicas,no,,no,ACID for single-table writes,yes,yes,yes,
SQLBase,,Relational DBMS,,"Score,1.85,Rank,#147,Overall,#72,Relational DBMS",www.opentext.com/what-we-do/products/specialty-technologies/opentext-gupta-development-tools-databases/opentext-gupta-sqlbase,,,1985,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Mnesia,,Document store,,"Score,1.84,Rank,#148,Overall,#24,Document stores",erlang.org/doc/man/mnesia.html,,,1999,"4.15.4, June 2018",Open Source,proprietary license,no,,,,,,,,,,,,,,,,,,,,,,
GridDB,Scalable in-memory time series database optimized for IoT and Big Data,Time Series DBMS,,"Score,1.83,Rank,#149,Overall,#12,Time Series DBMS",griddb.net,docs.griddb.net,Toshiba Corporation,2013,"5.1, August 2022",Open Source,"AGPL version 3 and Apache License, version 2.0 , commercial license (standard and advanced editions) also available",no,,,Linux,yes,yes,no,,"SQL92, SQL-like TQL (Toshiba Query Language)","JDBC,ODBC,Proprietary protocol,RESTful HTTP/JSON API","C,C++,Go,Java,JavaScript (Node.js),Perl,PHP,Python,Ruby",no,yes,Sharding,Source-replica replication,Connector for using GridDB as an input source and output destination for Hadoop MapReduce jobs,,no,ACID at container level,yes,yes,yes,Access rights for users can be defined per database
NebulaGraph,"A distributed, linear scalable, high perfomant,Graph DBMS",Graph DBMS,,"Score,1.83,Rank,#150,Overall,#10,Graph DBMS","github.com/vesoft-inc/nebula,nebula-graph.io",docs.nebula-graph.io,Vesoft Inc.,2019,,Open Source,Apache Version 2.0 + Common Clause 1.0,no,,,Linux,Strong typed schema,yes,no,,SQL-like query language,"Browser interface,console (shell),Proprietary native API,Query language nGQL","C++,Go,Java,Python",,,Sharding,Causal Clustering using Raft protocol,no,,yes,ACID,yes,yes,yes,Role-based access control
Empress,,Relational DBMS,,"Score,1.81,Rank,#151,Overall,#73,Relational DBMS",www.empress.com,,,1981,"v10.20-E, January 2010",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Tarantool,In-memory computing platform with a flexible data schema for efficiently?building?high-performance applications,Key-value store,,"Score,1.81,Rank,#152,Overall,#27,Key-value stores",www.tarantool.io,www.tarantool.io/en/doc,VK,2008,"2.10.0, May 2022",Open Source,BSD,no,,,"BSD,Linux,macOS","schema-free, schema definition possible","string, double, decimal, uuid, integer, blob, boolean",no,,Full-featured ANSI SQL support,Open binary protocol,"C,C#,C++,Erlang,Go,Java,JavaScript,Lua,Perl,PHP,Python,Rust","Lua, C and SQL stored procedures",yes,Hash sharding based on virtual buckets,"Multi-source replication,Source-replica replication",,,"yes, with SQL","ACID, read commited","yes, cooperative multitasking","yes, regular snapshots on disk, write ahead logging","yes, full featured in-memory storage engine with persistence",Access rights for users and roles
Amazon DocumentDB,"Fast, scalable, highly available, and fully managed,MongoDB,-compatible database service",Document store,,"Score,1.81,Rank,#153,Overall,#25,Document stores",aws.amazon.com/documentdb,aws.amazon.com/documentdb/resources,,2019,,commercial,,yes,,,hosted,schema-free,yes,no,,no,proprietary protocol using JSON (MongoDB compatible),"Go,Java,JavaScript (Node.js),PHP,Python",no,no,none,"Multi-availability zones for high availability, asynchronous replication for up to 15 read replicas",no,,no,Atomic single-document operations,yes,yes,,Access rights for users and roles
Memgraph,An open source graph database built for real-time streaming and compatible with Neo4j,Graph DBMS,,"Score,1.79,Rank,#154,Overall,#11,Graph DBMS",memgraph.com,docs.memgraph.com,Memgraph Ltd,2017,,commercial,Free license available,no,,,Linux,schema-free and schema-optional,yes,no,,no,"Bolt protocol,Cypher query language",".Net,C,C++,Elixir,Go,Haskell,Java,JavaScript,PHP,Python,Ruby,Scala",,,Sharding,Multi-source replication using RAFT,no,,yes,ACID,"yes, multi-version concurrency control (MVCC)",yes,yes,"Users, roles and permissions"
Actian NoSQL Database,,Object oriented DBMS,,"Score,1.78,Rank,#155,Overall,#5,Object oriented DBMS",www.actian.com/data-management/nosql-object-database,,Actian,1988,"9.3, April 2017",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Dgraph,"Distributed and scalable native,Graph DBMS",Graph DBMS,,"Score,1.78,Rank,#156,Overall,#12,Graph DBMS",dgraph.io,dgraph.io/docs,"Dgraph Labs, Inc.",2016,,Open Source,Apache 2.0,no,,,"Linux,OS X,Windows",schema-free,yes,no,,no,"GraphQL query language,gRPC (using protocol buffers) API,HTTP API","C#,C++,Go,Java,JavaScript (Node.js),PHP,Python,Ruby",no,no,yes,Synchronous replication via Raft,no,,no,ACID,yes,yes,,no
Fauna,"Fauna provides a web-native interface, with support for GraphQL and custom business logic that integrates seamlessly with the rest of the serverless ecosystem. The underlying globally distributed storage and compute platform is fast, consistent, and reliable, with a modern security infrastructure.","Document store,Graph DBMS,Relational DBMS,Time Series DBMS",,"Score,1.77,Rank,#157,Overall,#26,Document stores,#13,Graph DBMS,#74,Relational DBMS,#13,Time Series DBMS",fauna.com,docs.fauna.com,"Fauna, Inc.",2014,,commercial,,yes,,,hosted,schema-free,no,no,,no,RESTful HTTP API,"C#,Go,Java,JavaScript,Python,Ruby,Scala,Swift",user defined functions,no,horizontal partitioning,Multi-source replication,no,,yes,ACID,yes,yes,no,"Identity management, authentication, and access control"
Stardog,"Enterprise Knowledge Graph platform and graph DBMS with high availability, high performance reasoning, and virtualization","Graph DBMS,RDF store",,"Score,1.77,Rank,#158,Overall,#14,Graph DBMS,#6,RDF stores",www.stardog.com,docs.stardog.com,Stardog-Union,2010,"7.3.0, May 2020",commercial,60-day fully-featured trial license; 1-year fully-featured non-commercial use license for academics/students,no,,,"Linux,macOS,Windows",schema-free and OWL/RDFS-schema support,yes,no,,"Yes, compatible with all major SQL variants through dedicated BI/SQL Server","GraphQL query language,HTTP API,Jena RDF API,OWL,RDF4J API,Sesame REST HTTP Protocol,SNARL,SPARQL,Spring Data,Stardog Studio,TinkerPop 3",".Net,Clojure,Groovy,Java,JavaScript,Python,Ruby","user defined functions and aggregates, HTTP Server extensions in Java",yes,none,Multi-source replication in HA-Cluster,no,,yes,ACID,yes,yes,yes,Access rights for users and roles
Firebolt,Highly scalable cloud data warehouse and analytics product,Relational DBMS,,"Score,1.74,Rank,#159,Overall,#75,Relational DBMS",www.firebolt.io,docs.firebolt.io,Firebolt Analytics Inc.,2020,,commercial,,yes,,,hosted,yes,yes,,,yes,".Net,ODBC,RESTful HTTP API","Go,JavaScript (Node.js),Python",no,no,,depending on storage layer,,,,,,,,
Apache Kylin,"A distributed analytics engine for big data, providing a SQL interface and multi-dimensional analysis (OLAP) and leveraging the Hadoop stack",Relational DBMS,,"Score,1.69,Rank,#160,Overall,#76,Relational DBMS",kylin.apache.org,kylin.apache.org/docs,"Apache Software Foundation, originally contributed from eBay Inc",2015,"3.1.0, July 2020",Open Source,Apache Version 2.0,no,,,Linux,yes,yes,no,,ANSI SQL for queries (using Apache Calcite),"JDBC,ODBC,RESTful HTTP API",,,,,,yes,,,,yes,yes,no,
LiteDB,"MongoDB-like, serverless database delivered in a single DLL",Document store,,"Score,1.65,Rank,#161,Overall,#27,Document stores",www.litedb.org,github.com/mbdavid/LiteDB/wiki,Mauricio David,2014,,Open Source,MIT License,no,,C#,,,,,,,,,,,,,,,,,,,,
Datameer,,Document store,,"Score,1.64,Rank,#162,Overall,#28,Document stores",www.datameer.com,,,2009,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
DataEase,,Relational DBMS,,"Score,1.60,Rank,#163,Overall,#77,Relational DBMS",www.dataease.com,,,1981,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Matisse,Object oriented DBMS providing ANSI SQL,Object oriented DBMS,,"Score,1.60,Rank,#164,Overall,#6,Object oriented DBMS",www.matisse.com,www.matisse.com/developers/documentation,Matisse Software Inc.,1986,,commercial,free developer license available,no,,,,,,,,,,,,,,,,,,,,,,
GT.M,,Key-value store,,"Score,1.59,Rank,#165,Overall,#28,Key-value stores",sourceforge.net/projects/fis-gtm,,,1986,"7.0-000, February 2021",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
NonStop SQL,,Relational DBMS,,"Score,1.56,Rank,#166,Overall,#78,Relational DBMS",www.hpe.com/us/en/servers/nonstop.html,,"HP, originally by Tandem",1987,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Cubrid,CUBRID is an open-source SQL-based relational database management system with object extensions for OLTP,Relational DBMS,,"Score,1.55,Rank,#167,Overall,#79,Relational DBMS","cubrid.com,(korean),cubrid.org,(english)",cubrid.org/manuals,"CUBRID Corporation, CUBRID Foundation",2008,"11.0, January 2021",Open Source,Apache Version 2.0,no,,"C, C++, Java","Linux,Windows",yes,yes,no,yes,yes,"ADO.NET,JDBC,ODBC,OLE DB",,,,,,no,Immediate Consistency,,,yes,yes,no,
Giraph,,Graph DBMS,,"Score,1.55,Rank,#168,Overall,#15,Graph DBMS",giraph.apache.org,,,2013,"1.3.0, June 2020",Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
ObjectBox,"Extremely fast embedded database for small devices, IoT and Mobile",Object oriented DBMS,,"Score,1.54,Rank,#169,Overall,#7,Object oriented DBMS",objectbox.io,docs.objectbox.io,ObjectBox Limited,2017,,Open Source,Apache License 2.0,no,,C and C++,"Android,iOS,Linux,macOS,Windows",yes,yes,no,yes,no,Proprietary native API,,,,,,no,Immediate Consistency,,,yes,yes,no,
Oracle Rdb,,Relational DBMS,,"Score,1.52,Rank,#170,Overall,#80,Relational DBMS",www.oracle.com/technetwork/database/database-technologies/rdb/overview/index.html,,"Oracle, originally developed by Digital Equipment Corporation (DEC)",1984,"7.4.1.1, 2021",commercial,,no,,,HP Open VMS,"Flexible Schema (defined schema, partial schema, schema free)",yes,no,yes,yes,,,,,,,no,Immediate Consistency,,,yes,yes,no,
GigaSpaces,"High performance in-memory data grid platform, powering three products: Smart Cache, Smart ODS (Operational Data Store), Smart Augmented Transactions","Document store,Object oriented DBMS",,"Score,1.52,Rank,#171,Overall,#29,Document stores,#8,Object oriented DBMS",www.gigaspaces.com,docs.gigaspaces.com/latest/landing.html,Gigaspaces Technologies,2000,"15.5, September 2020",Open Source,Apache Version 2; Commercial licenses available,no,,"Java, C++, .Net","Linux,macOS,Solaris,Windows",schema-free,yes,no,yes,SQL-99 for query and DML statements,"GigaSpaces LRMI,Hibernate,JCache,JDBC,JPA,ODBC,RESTful HTTP API,Spring Data",,,,,,yes,Immediate Consistency,,,yes,yes,yes,
GBase,An analytical database for business intelligence with large customers in China.,Relational DBMS,,"Score,1.52,Rank,#172,Overall,#81,Relational DBMS",www.gbase8a.com,,,,GBase 8a,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
mSQL,"mSQL (Mini SQL) is a simple and lightweight,RDBMS",Relational DBMS,,"Score,1.49,Rank,#173,Overall,#82,Relational DBMS",hughestech.com.au/products/msql,,Hughes Technologies,1994,"4.4, October 2021",commercial,free licenses can be provided,no,,C,"AIX,HP-UX,Linux,OS X,Solaris SPARC/x86,Windows",yes,yes,no,yes,A subset of ANSI SQL is implemented,"JDBC,ODBC",,,,,,no,none,,,no,yes,no,
Pinecone,"A managed, cloud-native vector database",Search engine,,"Score,1.48,Rank,#174,Overall,#13,Search engines",www.pinecone.io,docs.pinecone.io/docs/overview,"Pinecone Systems, Inc",2019,,commercial,,yes,,,hosted,,"String, Number, Boolean",no,,no,RESTful HTTP API,,,,,,no,,,,yes,yes,no,
FoundationDB,Ordered key-value store. Core features are complimented by layers.,"Document store,Key-value store,Relational DBMS",,"Score,1.46,Rank,#175,Overall,#30,Document stores,#29,Key-value stores,#83,Relational DBMS",github.com/apple/foundationdb,apple.github.io/foundationdb,FoundationDB,2013,"6.2.28, November 2020",Open Source,Apache 2.0,no,,C++,"Linux,OS X,Windows",schema-free,no,,no,supported in specific SQL layer only,,,,,,,no,Linearizable consistency,,,yes,yes,,
MatrixOne,"A Hyperconverged Cloud & Edge Native DBMS, supporting transactional, analytical, and streaming workloads with a simplified and distributed database engine, across multiple data centers, clouds, edges and other heterogenous infrastructures.",Relational DBMS,,"Score,1.42,Rank,#176,Overall,#84,Relational DBMS",www.matrixorigin.io,docs.matrixorigin.io,,2021,,Open Source,Apache Version 2.0,no,,,,,,,,,,,,,,,,,,,,,,
ZODB,Native object database for Python,Key-value store,,"Score,1.41,Rank,#177,Overall,#30,Key-value stores",zodb.org,,,2009,"5.6.0, June 2020",Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
Infobright,High performant column-oriented DBMS for analytic workloads using MySQL or PostgreSQL as a frontend,Relational DBMS,,"Score,1.40,Rank,#178,Overall,#85,Relational DBMS",ignitetech.com/softwarelibrary/infobrightdb,,Ignite Technologies Inc.; formerly InfoBright Inc.,2005,,commercial,The open source (GPLv2) version did not support inserts/updates/deletes and was discontinued with July 2016,no,,C,"Linux,Windows",yes,yes,no,no,yes,"ADO.NET,JDBC,ODBC",,,,,,no,Immediate Consistency,,,yes,yes,yes,
Apache HAWQ,HAWQ is a parallel SQL query engine integrated into the Hadoop ecosystem,Relational DBMS,,"Score,1.39,Rank,#179,Overall,#86,Relational DBMS",hawq.apache.org,hawq.apache.org/docs/userguide/latest,Pivotal Software; Apache,2012,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
Altibase,"An enterprise grade, high-performance,RDBMS",Relational DBMS,,"Score,1.37,Rank,#180,Overall,#87,Relational DBMS",altibase.com,github.com/ALTIBASE/Documents/tree/master/Manuals,Altibase,1999,"v7.1.0.5.3, March 2021",Open Source,since February 2018,no,,C++,"AIX,HP-UX,Linux",yes,yes,no,yes,ANSI SQL-92,"JDBC,ODBC,Proprietary protocol",,,,,,no,Immediate Consistency,,,yes,yes,yes,
IDMS,,Navigational DBMS,,"Score,1.36,Rank,#181,Overall,#2,Navigational DBMS",www.ca.com/us/products/ca-idms.html,,,1973,18.5,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
HFSQL,"RDBMS included in the development environments WINDEV, WINDEV Mobile and WEBDEV",Relational DBMS,,"Score,1.35,Rank,#182,Overall,#88,Relational DBMS",windev.com/pcsoft/hfsql.htm,,PC Soft,,,commercial,,no,,,"Android,iOS,Linux,OS X,Windows",,,,,,,,,,,,,,,,,,,
SQL.JS,"Port of,SQLite,to JavaScript",Relational DBMS,,"Score,1.34,Rank,#183,Overall,#89,Relational DBMS",sql.js.org,sql.js.org/documentation/index.html,Alon Zakai,2012,,Open Source,,no,,JavaScript,"server-less, requires a JavaScript environment (browser, Node.js)",yes,yes,no,,yes,JavaScript API,JavaScript,no,no,none,none,no,none,yes,ACID,,no,yes,no
Model 204,,Multivalue DBMS,,"Score,1.34,Rank,#184,Overall,#4,Multivalue DBMS",www.rocketsoftware.com/products/rocket-m204,,,1972,,commercial,,no,,,"HP Open VMS,z/OS",,,,,,,,,,,,,,,,,,,
EventStoreDB,"Industrial-strength, open-source database solution built from the ground up for event sourcing.",Event Store,,"Score,1.29,Rank,#185,Overall,#1,Event Stores",www.eventstore.com,developers.eventstore.com,Event Store Limited,2012,"21.2, February 2021",Open Source,,no,,,"Linux,Windows",,,,,,,,,,,,,,,,,,,
Perst,,Object oriented DBMS,,"Score,1.27,Rank,#186,Overall,#9,Object oriented DBMS",www.mcobject.com/perst,,,2003,,Open Source,commercial license available,no,,,,,,,,,,,,,,,,,,,,,,
NCache,"Open-Source and Enterprise in-memory,Key-Value Store",Key-value store,,"Score,1.25,Rank,#187,Overall,#31,Key-value stores",www.alachisoft.com/ncache,www.alachisoft.com/resources/docs,Alachisoft,2005,"5.2, April 2021",Open Source,Enterprise Edition available,no,"NCache Cloud,: NCache Cloud is available in Azure and AWS Marketplaces as a Service. This means you can now obtain it instantaneously with a few mouse clicks, and seamlessly scale your cache deployment without any down time.","C#, .NET, .NET Core, Java","Linux,Windows",schema-free,partial,no,yes,SQL-like query syntax and LINQ for searching the cache. Cache Synchronization with SQL Server using SQL dependency.,"IDistributedCache,JCache,LINQ,Proprietary native API",".Net,.Net Core,C#,Java,JavaScript (Node.js),Visual Basic.NET",no,yes,yes,"yes, with selectable consistency level",yes,"Eventual Consistency,Immediate Consistency,Strong Eventual Consistency over WAN with Conflict Resolution using Bridge Topology",no,optimistic locking and pessimistic locking,yes,yes,yes,"Authentication to access the cache via Active Directory/LDAP (possible roles: user, administrator)"
NuoDB,NuoDB is a webscale distributed database that supports SQL and ACID transactions,Relational DBMS,,"Score,1.24,Rank,#188,Overall,#90,Relational DBMS",nuodb.com,doc.nuodb.com,"NuoDB, Inc.",2013,,commercial,limited edition free,no,,C++,"hosted,Linux,OS X,Windows",yes,yes,no,yes,yes,"ADO.NET,JDBC,ODBC",".Net,C,C++,Go,Java,JavaScript,JavaScript (Node.js),PHP,Python,Ruby","Java, SQL",yes,data is dynamically stored/cached on the nodes where it is read/written,yes,no,Immediate Consistency,yes,ACID,yes,yes,yes,"Standard SQL roles/ privileges, Administrative Users"
Xapian,Open Source search engine library,Search engine,,"Score,1.23,Rank,#189,Overall,#14,Search engines",xapian.org,xapian.org/docs,,1986,"1.4.22, February 2023",Open Source,GPLv2,no,,C++,,,,,,,,,,,,,,,,,,,,
TypeDB,TypeDB is a strongly-typed database with a rich and logical type system and TypeQL as its query language,"Graph DBMS,Relational DBMS",,"Score,1.23,Rank,#190,Overall,#16,Graph DBMS,#91,Relational DBMS",vaticle.com,docs.vaticle.com,Vaticle (formerly Grakn Labs),2016,"2.16.1, March 2023",Open Source,"GPL Version 3, commercial licenses available",no,,Java,"Linux,OS X,Windows",yes,yes,no,yes,no,"gRPC protocol,TypeDB Console (shell),TypeDB Studio (Visualisation software- previously TypeDB Workbase)","All JVM based languages,Groovy,Java,JavaScript (Node.js),Python,Scala",no,no,Sharding,Multi-source replication,yes,Immediate Consistency,no,ACID,yes,yes,no,yes
1010data,,Relational DBMS,,"Score,1.22,Rank,#191,Overall,#92,Relational DBMS",www.1010data.com,,,2000,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Hibari,,Key-value store,,"Score,1.21,Rank,#192,Overall,#32,Key-value stores",github.com/hibari/hibari,hibari.github.io/hibari-doc,,2005,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
DBISAM,RDBMS mainly geared to Delphi and C++Builder application developers,Relational DBMS,,"Score,1.21,Rank,#193,Overall,#93,Relational DBMS",www.elevatesoft.com/products?category=dbisam,,"Elevate Software, Inc.",1998,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
