Name,Description,Primary database model,Secondary database models,DB-Engines Ranking Trend Chart,Website,Technical documentation,Developer,Initial release,Current release,License,License_info,Cloud-based only,DBaaS offerings (sponsored links),Implementation language,Server operating systems,Data scheme,Typing,XML support,Secondary indexes,SQL,APIs and other access methods,Supported programming languages,Server-side scripts,Triggers,Partitioning methods,Replication methods,MapReduce,Consistency concepts,Foreign keys,Transaction concepts,Concurrency,Durability,In-memory capabilities,User concepts
Coveo,"AI-powered hosted search, recommendation and personalization platform providing tools for both low-code and full-code development",Search engine,,"Score,2.37,Rank,#132,Overall,#12,Search engines",www.coveo.com,docs.coveo.com,Coveo,2012.0,,commercial,,yes,,,hosted,"hybrid - fields need to be configured prior to indexing, but relationships can be exploited at query time without pre-configuration",yes,no,yes,no,RESTful HTTP API,"C#,Java,JavaScript,Python",no,yes,yes,yes,no,Immediate Consistency,yes,yes,yes,yes,,"granular access controls, API key management, content filters"
Datomic,"Datomic builds on immutable values, supports point-in-time queries and uses 3rd party systems for durability",Relational DBMS,,"Score,2.29,Rank,#133,Overall,#65,Relational DBMS",www.datomic.com,docs.datomic.com,Cognitect,2012.0,,commercial,limited edition free,no,,,All OS with a Java VM,yes,yes,no,yes,no,RESTful HTTP API,"Clojure,Java",yes,By using transaction functions,none,none,no,Immediate Consistency,no,ACID,yes,yes,,no
VoltDB,"Distributed In-Memory NewSQL,RDBMS",Relational DBMS,,"Score,2.29,Rank,#134,Overall,#66,Relational DBMS",www.voltdb.com,docs.voltdb.com,VoltDB Inc.,2010.0,,Open Source,"AGPL for Community Edition, commercial license for Enterprise, AWS, and Pro Editions",no,,,"Linux,OS X",yes,yes,,yes,yes,"Java API,JDBC,RESTful HTTP/JSON API","C#,C++,Erlang,Go,Java,JavaScript,PHP,Python",Java,no,Sharding,"Multi-source replication,Source-replica replication",no,,no,ACID,yes,yes,,Users and roles with access to stored procedures
SpatiaLite,"Spatial extension of,SQLite",Spatial DBMS,,"Score,2.25,Rank,#135,Overall,#3,Spatial DBMS",www.gaia-gis.it/fossil/libspatialite/index,www.gaia-gis.it/gaia-sins/spatialite_topics.html,Alessandro Furieri,2008.0,,Open Source,"MPL 1.1, GPL v2.0 or LGPL v2.1",no,,,server-less,yes,yes,no,yes,yes,,,no,yes,none,none,no,,yes,ACID,yes,yes,,no
Tibero,"A secure RDBMS, designed for easy portability from Oracle",Relational DBMS,,"Score,2.22,Rank,#136,Overall,#67,Relational DBMS",www.tmaxsoft.com/products/tibero,technet.tmaxsoft.com/upload/download/online/tibero/pver-20150504-000002/index.html,TmaxSoft,2003.0,,commercial,,no,,,"AIX,HP-UX,Linux,Solaris,Windows",yes,yes,yes,yes,yes,"JDBC,ODBC,ODP.NET,Oracle Call Interface (OCI),Tibero CLI","C,C#,C++,Cobol,Java,Objective-C,Perl,PHP,Python,Ruby,Visual Basic",Persistent Stored Procedure (PSM),yes,horizontal partitioning,"Multi-source replication,Source-replica replication",no,Immediate Consistency,yes,ACID,yes,yes,,"fine grained access rights according to SQL-standard (SQL 92, SQL 99)"
TigerGraph,"A complete, distributed, parallel graph computing platform supporting web-scale data analytics in real-time",Graph DBMS,,"Score,2.16,Rank,#137,Overall,#9,Graph DBMS",www.tigergraph.com,docs.tigergraph.com,,2017.0,,commercial,,no,,,Linux,yes,yes,no,,SQL-like query language (GSQL),"GSQL (TigerGraph Query Language),Kafka,RESTful HTTP/JSON API","C++,Java",yes,no,,,yes,,yes,ACID,yes,yes,,Role-based access control
TimesTen,"In-Memory,RDBMS,compatible to Oracle",Relational DBMS,,"Score,2.14,Rank,#138,Overall,#68,Relational DBMS",www.oracle.com/database/technologies/related/timesten.html,docs.oracle.com/database/timesten-18.1,"Oracle, TimesTen Performance Software, HP",1998.0,,commercial,,no,,,"AIX,HP-UX,Linux,OS X,Solaris SPARC/x86,Windows",yes,yes,no,yes,yes,"JDBC,ODBC,ODP.NET,Oracle Call Interface (OCI)","C,C++,Java,PL/SQL",PL/SQL,no,none,"Multi-source replication,Source-replica replication",no,Immediate Consistency or Eventual Consistency depending on configuration,yes,ACID,yes,yes,,fine grained access rights according to SQL-standard
Db4o,,Object oriented DBMS,,"Score,2.08,Rank,#139,Overall,#3,Object oriented DBMS",sourceforge.net/projects/db4o,,,2001.0,,Open Source,commercial license available for existing customers only,no,,,,,,,,,,,,,,,,,,,,,,
jBASE,A robust multi-value DBMS comprising development tools and middleware,Multivalue DBMS,,"Score,2.06,Rank,#140,Overall,#3,Multivalue DBMS",www.jbase.com,docs.zumasys.com/jbase,Zumasys,1991.0,,commercial,,no,,,"AIX,Linux,Windows",schema-free,optional,yes,,Embedded SQL for jBASE in BASIC,"JDBC,ODBC,Proprietary protocol,RESTful HTTP API,SOAP-based API",".Net,Basic,Jabbascript,Java",yes,yes,Sharding,yes,no,,no,ACID,yes,yes,,Access rights can be defined down to the item level
IBM Db2 warehouse,Cloud-based data warehousing service,Relational DBMS,,"Score,2.04,Rank,#141,Overall,#69,Relational DBMS",www.ibm.com/products/db2-warehouse,,IBM,2014.0,,commercial,,yes,,,hosted,yes,yes,no,yes,yes,".NET Client API,JDBC,ODBC,OLE DB","Java,JavaScript (Node.js),Perl,PHP,Python,R,Ruby","PL/SQL, SQL PL",yes,Sharding,yes,no,Immediate Consistency,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
ObjectStore,,Object oriented DBMS,,"Score,2.04,Rank,#142,Overall,#4,Object oriented DBMS",ignitetech.com/objectstore,,Ignite Technologies,1988.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
DuckDB,"An embeddable, in-process, column-oriented SQL OLAP,RDBMS",Relational DBMS,,"Score,2.01,Rank,#143,Overall,#70,Relational DBMS",duckdb.org,,,2018.0,,Open Source,MIT License,no,,,server-less,yes,yes,no,yes,yes,"CLI Client,JDBC","C,C++,Go,Java,Python,R,Ruby",no,no,none,none,no,Immediate Consistency,no,ACID,"yes, multi-version concurrency control (MVCC)",yes,yes,no
BaseX,"Light-weight,Native XML DBMS,with support for XQuery 3.0 and interactive GUI.",Native XML DBMS,,"Score,1.99,Rank,#144,Overall,#4,Native XML DBMS",basex.org,,BaseX GmbH,2007.0,,Open Source,BSD license,no,,,"Linux,OS X,Windows",schema-free,no,,yes,no,"Java API,RESTful HTTP API,RESTXQ,WebDAV,XML:DB,XQJ","Actionscript,C,C#,Haskell,Java,JavaScript,Lisp,Perl,PHP,Python,Qt,Rebol,Ruby,Scala,Visual Basic",yes,yes,none,none,no,,no,"multiple readers, single writer",yes,yes,,Users with fine-grained authorization concept on 4 levels
OceanBase,"A distributed, high available,RDBMS,compatible with,Oracle,and,MySQL",Relational DBMS,,"Score,1.98,Rank,#145,Overall,#71,Relational DBMS",open.oceanbase.com,,OceanBase,2011.0,,Open Source,Commercial license available,no,,,Linux,yes,yes,no,yes,yes,"JDBC,ODBC,ODP.NET,Oracle Call Interface (OCI),Proprietary native API,Table API","Ada,C,C++,D,Delphi,Eiffel,Erlang,Haskell,Java,JavaScript (Node.js),Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl","PL/SQL in oracle-compatible mode, MySQL Stored Procedure in mysql-compatible mode",yes,"horizontal partitioning (by hash, key, range, range columns, list, and list columns)",Multi-source replication using Paxos,no,Immediate Consistency,yes,ACID,yes,yes,,"Access rights for users, groups and roles according to SQL-standard"
GridDB,Scalable in-memory time series database optimized for IoT and Big Data,Time Series DBMS,,"Score,1.97,Rank,#146,Overall,#11,Time Series DBMS",griddb.net,,Toshiba Corporation,2013.0,,Open Source,"AGPL version 3 and Apache License, version 2.0 , commercial license (standard and advanced editions) also available",no,,,Linux,yes,yes,no,yes,"SQL92, SQL-like TQL (Toshiba Query Language)","JDBC,ODBC,Proprietary protocol,RESTful HTTP/JSON API","C,C++,Go,Java,JavaScript (Node.js),Perl,PHP,Python,Ruby",no,yes,Sharding,Source-replica replication,Connector for using GridDB as an input source and output destination for Hadoop MapReduce jobs,"Immediate consistency within container, eventual consistency across containers",no,ACID at container level,yes,yes,yes,Access rights for users can be defined per database
QuestDB,"A high performance open source SQL database for,time series data",Time Series DBMS,,"Score,1.95,Rank,#147,Overall,#12,Time Series DBMS",questdb.io,,QuestDB Limited,2014.0,,Open Source,Apache 2.0,no,,,"Linux,macOS,Windows",yes,yes,no,no,SQL-like query language,"HTTP REST,InfluxDB Line Protocol (TCP/UDP),JDBC","C,C++,Go,Java,JavaScript (Node.js),Python,Rust",no,no,horizontal partitioning (by timestamps),Configurable consistency for N replicas,no,Immediate Consistency,no,ACID for single-table writes,yes,yes,yes,
Amazon DocumentDB,"Fast, scalable, highly available, and fully managed,MongoDB,-compatible database service",Document store,,"Score,1.90,Rank,#148,Overall,#24,Document stores",aws.amazon.com/documentdb,,,2019.0,,commercial,,yes,,,hosted,schema-free,yes,no,yes,no,proprietary protocol using JSON (MongoDB compatible),"Go,Java,JavaScript (Node.js),PHP,Python",no,no,none,"Multi-availability zones for high availability, asynchronous replication for up to 15 read replicas",no,Immediate Consistency,no,Atomic single-document operations,yes,yes,,Access rights for users and roles
Fauna,"Fauna provides a web-native interface, with support for GraphQL and custom business logic that integrates seamlessly with the rest of the serverless ecosystem. The underlying globally distributed storage and compute platform is fast, consistent, and reliable, with a modern security infrastructure.","Document store,Graph DBMS,Relational DBMS,Time Series DBMS",,"Score,1.89,Rank,#149,Overall,#25,Document stores,#10,Graph DBMS,#72,Relational DBMS,#13,Time Series DBMS",fauna.com,,"Fauna, Inc.",2014.0,,commercial,,yes,,,hosted,schema-free,no,no,yes,no,RESTful HTTP API,"C#,Go,Java,JavaScript,Python,Ruby,Scala,Swift",user defined functions,no,horizontal partitioning,Multi-source replication,no,Immediate Consistency,yes,ACID,yes,yes,no,"Identity management, authentication, and access control"
SQLBase,,Relational DBMS,,"Score,1.89,Rank,#150,Overall,#73,Relational DBMS",www.opentext.com/what-we-do/products/specialty-technologies/opentext-gupta-development-tools-databases/opentext-gupta-sqlbase,,,1985.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Tarantool,In-memory computing platform with a flexible data schema for efficiently building high-performance applications,Key-value store,,"Score,1.87,Rank,#151,Overall,#27,Key-value stores",www.tarantool.io,,VK,2008.0,,Open Source,BSD,no,,,"BSD,Linux,macOS","schema-free, schema definition possible","string, double, decimal, uuid, integer, blob, boolean",no,yes,Full-featured ANSI SQL support,Open binary protocol,"C,C#,C++,Erlang,Go,Java,JavaScript,Lua,Perl,PHP,Python,Rust","Lua, C and SQL stored procedures",yes,Hash sharding based on virtual buckets,"Multi-source replication,Source-replica replication",,Immediate Consistency,"yes, with SQL","ACID, read commited","yes, cooperative multitasking","yes, regular snapshots on disk, write ahead logging","yes, full featured in-memory storage engine with persistence",Access rights for users and roles
Mnesia,,Document store,,"Score,1.86,Rank,#152,Overall,#26,Document stores",erlang.org/doc/man/mnesia.html,,,1999.0,,Open Source,proprietary license,no,,,,,,,,,,,,,,,,,,,,,,
Dgraph,"Distributed and scalable native,Graph DBMS",Graph DBMS,,"Score,1.86,Rank,#153,Overall,#11,Graph DBMS",dgraph.io,,"Dgraph Labs, Inc.",2016.0,,Open Source,Apache 2.0,no,,,"Linux,OS X,Windows",schema-free,yes,no,yes,no,"GraphQL query language,gRPC (using protocol buffers) API,HTTP API","C#,C++,Go,Java,JavaScript (Node.js),PHP,Python,Ruby",no,no,yes,Synchronous replication via Raft,no,Immediate Consistency,no,ACID,yes,yes,,no
NebulaGraph,"A distributed, linear scalable, high perfomant,Graph DBMS",Graph DBMS,,"Score,1.79,Rank,#154,Overall,#12,Graph DBMS","github.com/vesoft-inc/nebula,nebula-graph.io",,Vesoft Inc.,2019.0,,Open Source,Apache Version 2.0 + Common Clause 1.0,no,,,Linux,Strong typed schema,yes,no,yes,SQL-like query language,"Browser interface,console (shell),Proprietary native API,Query language nGQL","C++,Go,Java,Python",,,Sharding,Causal Clustering using Raft protocol,no,Immediate Consistency,yes,ACID,yes,yes,yes,Role-based access control
LiteDB,"MongoDB-like, serverless database delivered in a single DLL",Document store,,"Score,1.75,Rank,#155,Overall,#27,Document stores",www.litedb.org,,Mauricio David,2014.0,,Open Source,MIT License,no,,,,,,,,,,,,,,,,,,,,,,
Datameer,,Document store,,"Score,1.74,Rank,#156,Overall,#28,Document stores",www.datameer.com,,,2009.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
GBase,An analytical database for business intelligence with large customers in China.,Relational DBMS,,"Score,1.69,Rank,#157,Overall,#74,Relational DBMS",www.gbase8a.com,,,,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Memgraph,An open source graph database built for real-time streaming and compatible with Neo4j,Graph DBMS,,"Score,1.68,Rank,#158,Overall,#13,Graph DBMS",memgraph.com,,Memgraph Ltd,2017.0,,commercial,Free license available,no,,,Linux,schema-free and schema-optional,yes,no,,no,"Bolt protocol,Cypher query language",".Net,C,C++,Elixir,Go,Haskell,Java,JavaScript,PHP,Python,Ruby,Scala",,,Sharding,Multi-source replication using RAFT,no,Immediate Consistency,yes,ACID,"yes, multi-version concurrency control (MVCC)",yes,yes,"Users, roles and permissions"
Actian NoSQL Database,,Object oriented DBMS,,"Score,1.67,Rank,#159,Overall,#5,Object oriented DBMS",www.actian.com/data-management/nosql-object-database,,Actian,1988.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Empress,,Relational DBMS,,"Score,1.65,Rank,#160,Overall,#75,Relational DBMS",www.empress.com,,,1981.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
DataEase,,Relational DBMS,,"Score,1.64,Rank,#161,Overall,#76,Relational DBMS",www.dataease.com,,,1981.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Firebolt,,Relational DBMS,,"Score,1.64,Rank,#162,Overall,#77,Relational DBMS",www.firebolt.io,,,2020.0,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
Stardog,,"Graph DBMS,RDF store",,"Score,1.63,Rank,#163,Overall,#14,Graph DBMS,#6,RDF stores",www.stardog.com,,,2010.0,,commercial,60-day fully-featured trial license; 1-year fully-featured non-commercial use license for academics/students,no,,,,,,,,,,,,,,,,,,,,,,
Apache Kylin,,Relational DBMS,,"Score,1.63,Rank,#164,Overall,#78,Relational DBMS",kylin.apache.org,,,2015.0,,Open Source,Apache Version 2.0,no,,,,,,,,,,,,,,,,,,,,,,
SQL.JS,,Relational DBMS,,"Score,1.62,Rank,#165,Overall,#79,Relational DBMS",sql.js.org,,,2012.0,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
NonStop SQL,,Relational DBMS,,"Score,1.60,Rank,#166,Overall,#80,Relational DBMS",www.hpe.com/us/en/servers/nonstop.html,,,1987.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
FoundationDB,,"Document store,Key-value store,Relational DBMS",,"Score,1.60,Rank,#167,Overall,#29,Document stores,#28,Key-value stores,#81,Relational DBMS",github.com/apple/foundationdb,,,2013.0,,Open Source,Apache 2.0,no,,,,,,,,,,,,,,,,,,,,,,
Cubrid,,Relational DBMS,,"Score,1.59,Rank,#168,Overall,#82,Relational DBMS","cubrid.com,(korean),cubrid.org,(english)",,,2008.0,,Open Source,Apache Version 2.0,no,,,,,,,,,,,,,,,,,,,,,,
Giraph,,Graph DBMS,,"Score,1.59,Rank,#169,Overall,#15,Graph DBMS",giraph.apache.org,,,2013.0,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
ObjectBox,,Object oriented DBMS,,"Score,1.57,Rank,#170,Overall,#6,Object oriented DBMS",objectbox.io,,,2017.0,,Open Source,Apache License 2.0,no,,,,,,,,,,,,,,,,,,,,,,
Oracle Rdb,,Relational DBMS,,"Score,1.53,Rank,#171,Overall,#83,Relational DBMS",www.oracle.com/technetwork/database/database-technologies/rdb/overview/index.html,,,1984.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Altibase,,Relational DBMS,,"Score,1.53,Rank,#172,Overall,#84,Relational DBMS",altibase.com,,,1999.0,,Open Source,since February 2018,no,,,,,,,,,,,,,,,,,,,,,,
mSQL,,Relational DBMS,,"Score,1.51,Rank,#173,Overall,#85,Relational DBMS",hughestech.com.au/products/msql,,,1994.0,,commercial,free licenses can be provided,no,,,,,,,,,,,,,,,,,,,,,,
Infobright,,Relational DBMS,,"Score,1.47,Rank,#174,Overall,#86,Relational DBMS",ignitetech.com/softwarelibrary/infobrightdb,,,2005.0,,commercial,The open source (GPLv2) version did not support inserts/updates/deletes and was discontinued with July 2016,no,,,,,,,,,,,,,,,,,,,,,,
MatrixOne,,Relational DBMS,,"Score,1.44,Rank,#175,Overall,#87,Relational DBMS",www.matrixorigin.io,,,2021.0,,Open Source,Apache Version 2.0,no,,,,,,,,,,,,,,,,,,,,,,
ZODB,,Key-value store,,"Score,1.44,Rank,#176,Overall,#29,Key-value stores",zodb.org,,,2009.0,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
GigaSpaces,,"Document store,Object oriented DBMS",,"Score,1.43,Rank,#177,Overall,#30,Document stores,#7,Object oriented DBMS",www.gigaspaces.com,,,2000.0,,Open Source,Apache Version 2; Commercial licenses available,no,,,,,,,,,,,,,,,,,,,,,,
GT.M,,Key-value store,,"Score,1.42,Rank,#178,Overall,#30,Key-value stores",sourceforge.net/projects/fis-gtm,,,1986.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Apache HAWQ,,Relational DBMS,,"Score,1.42,Rank,#179,Overall,#88,Relational DBMS",hawq.apache.org,,,2012.0,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
HFSQL,,Relational DBMS,,"Score,1.41,Rank,#180,Overall,#89,Relational DBMS",windev.com/pcsoft/hfsql.htm,,,,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Model 204,,Multivalue DBMS,,"Score,1.41,Rank,#181,Overall,#4,Multivalue DBMS",www.rocketsoftware.com/products/rocket-m204,,,1972.0,,commercial,,no,,,"HP Open VMS,z/OS",,,,,,,,,,,,,,,,,,,
TypeDB,,"Graph DBMS,Relational DBMS",,"Score,1.39,Rank,#182,Overall,#16,Graph DBMS,#90,Relational DBMS",vaticle.com,,,2016.0,,Open Source,"GPL Version 3, commercial licenses available",no,,,"Linux,OS X,Windows",,,,,,,,,,,,,,,,,,,
NCache,,Key-value store,,"Score,1.35,Rank,#183,Overall,#31,Key-value stores",www.alachisoft.com/ncache,,,2005.0,,Open Source,Enterprise Edition available,no,"NCache Cloud,: NCache Cloud is available in Azure and AWS Marketplaces as a Service. This means you can now obtain it instantaneously with a few mouse clicks, and seamlessly scale your cache deployment without any down time.",,"Linux,Windows",,,,,,,,,,,,,,,,,,,
Actian Vector,,Relational DBMS,,"Score,1.35,Rank,#184,Overall,#91,Relational DBMS",www.actian.com/analytic-database/vector-analytic-database,,,,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
1010data,,Relational DBMS,,"Score,1.34,Rank,#185,Overall,#92,Relational DBMS",www.1010data.com,,,2000.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
NuoDB,,Relational DBMS,,"Score,1.34,Rank,#186,Overall,#93,Relational DBMS",nuodb.com,,,2013.0,,commercial,limited edition free,no,,,"hosted,Linux,OS X,Windows",,,,,,,,,,,,,,,,,,,
AllegroGraph,,"Document store,Graph DBMS,RDF store",,"Score,1.33,Rank,#187,Overall,#31,Document stores,#17,Graph DBMS,#7,RDF stores",allegrograph.com,,,2004.0,,commercial,Limited community edition free,no,,,"Linux,OS X,Windows",,,,,,,,,,,,,,,,,,,
openGauss,,Relational DBMS,,"Score,1.31,Rank,#188,Overall,#94,Relational DBMS","gitee.com/opengauss,opengauss.org",,,2019.0,,Open Source,,no,,,Linux,,,,,,,,,,,,,,,,,,,
Perst,,Object oriented DBMS,,"Score,1.30,Rank,#189,Overall,#8,Object oriented DBMS",www.mcobject.com/perst,,,2003.0,,Open Source,commercial license available,no,,,,,,,,,,,,,,,,,,,,,,
HPE Ezmeral Data Fabric,,"Document store,Wide column store",,"Score,1.29,Rank,#190,Overall,#32,Document stores,#9,Wide column stores",www.hpe.com/us/en/software/data-fabric.html,,,2009.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Pinecone,,Search engine,,"Score,1.29,Rank,#191,Overall,#13,Search engines",www.pinecone.io,,,2019.0,,commercial,,yes,,,hosted,,,,,,,,,,,,,,,,,,,
Matisse,,Object oriented DBMS,,"Score,1.27,Rank,#192,Overall,#9,Object oriented DBMS",www.matisse.com,,,1986.0,,commercial,free developer license available,no,,,,,,,,,,,,,,,,,,,,,,
EventStoreDB,,Event Store,,"Score,1.27,Rank,#193,Overall,#1,Event Stores",www.eventstore.com,,,2012.0,,Open Source,,no,,,"Linux,Windows",,,,,,,,,,,,,,,,,,,
RDF4J,,RDF store,,"Score,1.26,Rank,#194,Overall,#8,RDF stores",rdf4j.org,,,2004.0,,Open Source,"Eclipse Distribution License (EDL), v1.0.",no,,,"Linux,OS X,Unix,Windows",,,,,,,,,,,,,,,,,,,
solidDB,,Relational DBMS,,"Score,1.24,Rank,#195,Overall,#95,Relational DBMS",teamblue.unicomsi.com/products/soliddb,,,1992.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Hibari,,Key-value store,,"Score,1.21,Rank,#196,Overall,#32,Key-value stores",github.com/hibari/hibari,,,2005.0,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
Xapian,,Search engine,,"Score,1.19,Rank,#197,Overall,#14,Search engines",xapian.org,,,1986.0,,Open Source,GPLv2,no,,,,,,,,,,,,,,,,,,,,,,
Blazegraph,,"Graph DBMS,RDF store",,"Score,1.18,Rank,#198,Overall,#18,Graph DBMS,#9,RDF stores",blazegraph.com,,,2006.0,,Open Source,extended commercial license available,no,,,"Linux,OS X,Windows",,,,,,,,,,,,,,,,,,,
Amazon Timestream,,Time Series DBMS,,"Score,1.15,Rank,#199,Overall,#14,Time Series DBMS",aws.amazon.com/timestream,,,2018.0,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
IDMS,,Navigational DBMS,,"Score,1.15,Rank,#200,Overall,#2,Navigational DBMS",www.ca.com/us/products/ca-idms.html,,,1973.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Sedna,,Native XML DBMS,,"Score,1.13,Rank,#201,Overall,#5,Native XML DBMS",sourceforge.net/projects/sedna,,,2006.0,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
eXist-db,,Native XML DBMS,,"Score,1.12,Rank,#202,Overall,#6,Native XML DBMS",exist-db.org,,,2000.0,,Open Source,L-GPL,no,,,,,,,,,,,,,,,,,,,,,,
Dolt,,Relational DBMS,,"Score,1.11,Rank,#203,Overall,#96,Relational DBMS","github.com/dolthub/dolt,www.dolthub.com",,,2018.0,,Open Source,Apache Version 2.0,no,,,,,,,,,,,,,,,,,,,,,,
Meilisearch,,Search engine,,"Score,1.09,Rank,#204,Overall,#15,Search engines","github.com/meilisearch/meilisearch,www.meilisearch.com",,,2020.0,,Open Source,MIT License,no,,,,,,,,,,,,,,,,,,,,,,
WebSphere eXtreme Scale,,Key-value store,,"Score,1.09,Rank,#205,Overall,#33,Key-value stores",www.ibm.com/products/ibm-websphere-extreme-scale,,,2009.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Kognitio,,Relational DBMS,,"Score,1.08,Rank,#206,Overall,#97,Relational DBMS",kognitio.com,,,1992.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
M3DB,,Time Series DBMS,,"Score,1.08,Rank,#207,Overall,#15,Time Series DBMS",m3db.io,,,,,Open Source,Apache version 2,no,"Aiven for M3,: Fully managed distributed time series database, deployable in the cloud of your choice.",,,,,,,,,,,,,,,,,,,,,
Graph Engine,,"Graph DBMS,Key-value store",,"Score,1.08,Rank,#208,Overall,#19,Graph DBMS,#34,Key-value stores",www.graphengine.io,,,2010.0,,Open Source,MIT License,no,,,,,,,,,,,,,,,,,,,,,,
D3,,Multivalue DBMS,,"Score,1.07,Rank,#209,Overall,#5,Multivalue DBMS",www.rocketsoftware.com/products/rocket-d3,,,1999.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
KairosDB,,Time Series DBMS,,"Score,1.06,Rank,#210,Overall,#16,Time Series DBMS",github.com/kairosdb/kairosdb,,,2013.0,,Open Source,Apache 2.0,no,,,,,,,,,,,,,,,,,,,,,,
FrontBase,,Relational DBMS,,"Score,1.05,Rank,#211,Overall,#98,Relational DBMS",www.frontbase.com,,,1993.0,,commercial,free licenses,no,,,,,,,,,,,,,,,,,,,,,,
Splice Machine,,Relational DBMS,,"Score,1.03,Rank,#212,Overall,#99,Relational DBMS",splicemachine.com,,,2014.0,,Open Source,"AGPL 3.0, commercial license available",no,,,,,,,,,,,,,,,,,,,,,,
Northgate Reality,,Multivalue DBMS,,"Score,1.02,Rank,#213,Overall,#6,Multivalue DBMS",reality.necsws.com,,,1973.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
TDSQL for MySQL,,Relational DBMS,,"Score,1.02,Rank,#214,Overall,#100,Relational DBMS",intl.cloud.tencent.com/product/dcdb,,,2013.0,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
DBISAM,,Relational DBMS,,"Score,1.02,Rank,#215,Overall,#101,Relational DBMS",www.elevatesoft.com/products?category=dbisam,,,1998.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
SciDB,,Multivalue DBMS,,"Score,1.02,Rank,#216,Overall,#7,Multivalue DBMS",www.paradigm4.com,,,2008.0,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
Vitess,,Relational DBMS,,"Score,1.01,Rank,#217,Overall,#102,Relational DBMS",vitess.io,,,2015.0,,Open Source,"Apache Version 2.0, commercial licenses available",no,,,,,,,,,,,,,,,,,,,,,,
OpenBase,,Relational DBMS,,"Score,1.00,Rank,#218,Overall,#103,Relational DBMS",openbase.com,,,1991.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
VictoriaMetrics,,Time Series DBMS,,"Score,0.99,Rank,#219,Overall,#17,Time Series DBMS",victoriametrics.com,,,2018.0,,Open Source,Apache Version 2.0,no,,,,,,,,,,,,,,,,,,,,,,
MapDB,,Key-value store,,"Score,0.99,Rank,#220,Overall,#35,Key-value stores",mapdb.org,,,2002.0,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
Apache IoTDB,"An IoT native database with high performance for data management and analysis, deployable on the edge and the cloud and integrated with Hadoop, Spark and Flink",Time Series DBMS,,"Score,0.99,Rank,#221,Overall,#18,Time Series DBMS",iotdb.apache.org,,Apache Software Foundation,2018.0,,Open Source,Apache Version 2.0,no,,Java,All OS with a Java VM (>= 1.8),yes,yes,no,yes,SQL-like query language,"JDBC,Native API",,yes,yes,,,Integration with Hadoop and Spark,"Eventual Consistency,Strong Consistency with Raft",no,no,yes,yes,yes,yes
NexusDB,,Relational DBMS,,"Score,0.98,Rank,#222,Overall,#104,Relational DBMS",www.nexusdb.com,,,2003.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Rockset,"A scalable, reliable search and analytics service in the cloud, built on,RocksDB",Document store,,"Score,0.95,Rank,#223,Overall,#33,Document stores",rockset.com,,Rockset,2019.0,,commercial,,yes,,C++,hosted,schema-free,dynamic typing,no,all fields are automatically indexed,"Read-only SQL queries, including JOINs",HTTP REST,,no,no,,,no,Eventual Consistency,no,no,yes,yes,,Access rights for users and organizations can be defined via Rockset console
