Name,Description,Primary database model,Secondary database models,DB-Engines Ranking Trend Chart,Website,Technical documentation,Developer,Initial release,Current release,License,License_info,Cloud-based only,DBaaS offerings (sponsored links),Implementation language,Server operating systems,Data scheme,Typing,XML support,Secondary indexes,SQL,APIs and other access methods,Supported programming languages,Server-side scripts,Triggers,Partitioning methods,Replication methods,MapReduce,Consistency concepts,Foreign keys,Transaction concepts,Concurrency,Durability,In-memory capabilities,User concepts
Alibaba Cloud AnalyticDB for PostgreSQL,"An online MPP (Massively Parallel Processing) data warehousing service based on,Greenplum",Relational DBMS,,"Score,0.50,Rank,#302,Overall,#134,Relational DBMS",www.alibabacloud.com/product/hybriddb-postgresql,www.alibabacloud.com/help/doc-detail/35387.htm,Alibaba / Pivotal Software Inc. / PostgreSQL Global Development Group,2016.0,,commercial,,yes,,,hosted,yes,yes,yes,yes,yes,"JDBC,ODBC","C,Java,Perl,Python,R",yes,yes,Sharding,yes,no,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
Cloudflare Workers KV,"A global, low-latency,,key-value store,for applications on Cloudflare with exceptionally high read volumes and low-latency.",Key-value store,,"Score,0.49,Rank,#303,Overall,#42,Key-value stores",www.cloudflare.com/products/workers-kv,developers.cloudflare.com/workers/runtime-apis/kv,Cloudflare,2018.0,,commercial,,yes,,,hosted,schema-free,no,no,no,no,"HTTP REST,Proprietary protocol","C,C++,Dart,JavaScript,Kotlin,Python,Rust,Scala",no,no,,yes,no,Eventual Consistency,no,no,yes,yes,no,
ElevateDB,RDBMS designed to be included in a pre-packaged database application,Relational DBMS,,"Score,0.49,Rank,#304,Overall,#135,Relational DBMS",www.elevatesoft.com/products?category=edb,,"Elevate Software, Inc.",2006.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
PipelineDB,"A RDBMS that runs SQL queries continuously on streams, incrementally storing results in tables. Built upon,PostgreSQL,.",Relational DBMS,,"Score,0.49,Rank,#305,Overall,#136,Relational DBMS",github.com/pipelinedb/pipelinedb,docs.pipelinedb.com,,2015.0,,Open Source,"BSD, GPL V3",no,,,,,,,,,,,,,,,,,,,,,,
TransLattice,,Relational DBMS,,"Score,0.49,Rank,#306,Overall,#137,Relational DBMS",www.translattice.com,,,2007.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Alibaba Cloud ApsaraDB for PolarDB,"A cloud-native relational database compatible with MySQL, PostgreSQL, and Oracle. Designed for business critical applications.",Relational DBMS,,"Score,0.49,Rank,#307,Overall,#138,Relational DBMS",www.alibabacloud.com/product/polardb,www.alibabacloud.com/help/doc-detail/58764.htm,Alibaba,,,commercial,,yes,,,hosted,yes,yes,yes,yes,yes,"JDBC,ODBC","Java,Python",yes,yes,Sharding,yes,no,Immediate Consistency,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
Mimer SQL,,Relational DBMS,,"Score,0.47,Rank,#308,Overall,#139,Relational DBMS",www.mimer.com,,,1977.0,"11.0.7D, February 2023",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
NEventStore,A persistence agnostic Event Store for .NET,Event Store,,"Score,0.47,Rank,#309,Overall,#2,Event Stores",neventstore.org,,,2011.0,,Open Source,MIT-License,no,,,,,,,,,,,,,,,,,,,,,,
STSdb,Key-Value Store with special method for indexing,Key-value store,,"Score,0.47,Rank,#310,Overall,#43,Key-value stores",github.com/STSSoft/STSdb4,,STS Soft SC,2011.0,"4.0.8, September 2015",Open Source,"GPLv2, commercial license available",no,,C#,Windows,yes,yes,,no,no,.NET Client API,"C#,Java",no,no,none,none,no,,no,no,yes,yes,,no
XtremeData,,Relational DBMS,,"Score,0.45,Rank,#311,Overall,#140,Relational DBMS",www.xtremedata.com,,,,,commercial,limited edition free,no,,,,,,,,,,,,,,,,,,,,,,
CnosDB,"An open source distributed,Time Series DBMS,with high performance, high compression rate and high ease of use",Time Series DBMS,,"Score,0.44,Rank,#312,Overall,#25,Time Series DBMS","github.com/cnosdb/cnosdb,www.cnosdb.com",docs.cnosdb.com,,2022.0,"2.2.0, February 2023",Open Source,AGPL 3.0,no,,,"Linux,macOS",,,,,,,,,,,,,,,,,,,
HugeGraph,"A fast-speed and highly-scalable,Graph DBMS",Graph DBMS,,"Score,0.44,Rank,#313,Overall,#25,Graph DBMS",github.com/hugegraph,hugegraph.github.io/hugegraph-doc,Baidu,2018.0,0.9,Open Source,Apache Version 2.0,no,,Java,"Linux,macOS,Unix",yes,yes,no,yes,no,"Java API,RESTful HTTP API,TinkerPop Gremlin","Groovy,Java,Python",asynchronous Gremlin script jobs,no,yes,yes,via hugegraph-spark,Eventual Consistency,yes,ACID,yes,yes,yes,"Users, roles and permissions"
Speedb,"An embeddable, high performance key-value store optimized for write-intensive workloads, which can be used as a drop-in replacement for,RocksDB",Key-value store,,"Score,0.44,Rank,#314,Overall,#44,Key-value stores",www.speedb.io,,Speedb,2020.0,,Open Source,Apache Version 2.0; commercial license available,no,,C++,"Linux,Windows",schema-free,no,no,no,no,,"C,C++,Go,Java,Perl,Python,Ruby",no,,horizontal partitioning,yes,no,,no,yes,yes,yes,yes,no
Alibaba Cloud Log Service,"A complete real-time data logging service that supports collection, consumption, shipping, search, and analysis of logs.",Search engine,,"Score,0.43,Rank,#315,Overall,#18,Search engines",www.alibabacloud.com/product/log-service,www.alibabacloud.com/help/product/28958.htm,AlibabaCloud Inc.,2016.0,,commercial,,yes,,,hosted,schema-free,yes,no,yes,SQL for querying,HTTP REST,,no,yes,Sharding,3 replicas,ES-Hadoop Connector,Eventual Consistency,no,no,yes,yes,no,Alibaba Cloud user access control
FeatureBase,"Real-time database platform that powers real-time analytics and machine learning applications by simultaneously executing low-latency, high-throughput, and highly concurrent workloads.",Relational DBMS,,"Score,0.42,Rank,#316,Overall,#141,Relational DBMS",www.molecula.com,docs.molecula.cloud,Molecula and Pilosa Open Source Contributors,2017.0,"2022, May 2022",commercial,,no,,Go,"Linux,macOS",yes,yes,no,no,SQL queries,"gRPC,JDBC,Kafka Connector,ODBC","Java,Python",,no,Sharding,yes,,,yes,yes,yes,"yes, using Linux fsync",yes,
AnzoGraph DB,"Scalable graph database built for online analytics and data harmonization with MPP scaling, high-performance analytical algorithms and reasoning, and virtualization","Graph DBMS,RDF store",,"Score,0.42,Rank,#317,Overall,#26,Graph DBMS,#16,RDF stores",www.cambridgesemantics.com/anzograph,docs.cambridgesemantics.com/anzograph/userdoc/home.htm,Cambridge Semantics,2018.0,"2.3, January 2021",commercial,free trial version available,no,,,Linux,Schema-free and OWL/RDFS-schema support,,no,no,SPARQL and SPARQL* as primary query language. Cypher preview.,"Apache Mule,gRPC,JDBC,Kafka,OData access for BI tools,OpenCypher,RESTful HTTP API,SPARQL","C++,Java,Python",user defined functions and aggregates,no,Automatic sharding,Multi-source replication in MPP-Cluster,Kerberos/HDFS data loading,Immediate Consistency in MPP-Cluster,no,ACID,yes,yes,yes,Access rights for users and roles
Actian PSQL,RDBMS used for embedded databases,Relational DBMS,,"Score,0.42,Rank,#318,Overall,#142,Relational DBMS",www.actian.com/data-management/psql-embedded-database,,,1982.0,"v15 SP2 (15.20), August 2021",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Marqo,"An open source vector-based,search engine",Search engine,,"Score,0.41,Rank,#319,Overall,#19,Search engines","github.com/marqo-ai/marqo,www.marqo.ai",docs.marqo.ai,,2022.0,,Open Source,Apache Version 2.0,no,,,Docker,,,,,,,,,,,,,,,,,,,
GraphBase,,Graph DBMS,,"Score,0.41,Rank,#320,Overall,#27,Graph DBMS",graphbase.ai,,,,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Ultipa,"High performance,Graph DBMS,supporting HTAP high availability cluster deployment",Graph DBMS,,"Score,0.41,Rank,#321,Overall,#28,Graph DBMS",www.ultipa.com,www.ultipa.com/document,Ultipa,2019.0,,commercial,,no,,,,,,,,,RESTful HTTP API,"C++,Go,Java,JavaScript (Node.js),Python",,,,,,,,,,,,
LeanXcale,A highly scalable full ACID SQL database with fast NoSQL data ingestion and GIS capabilities,"Key-value store,Relational DBMS",,"Score,0.41,Rank,#322,Overall,#45,Key-value stores,#143,Relational DBMS",www.leanxcale.com,,LeanXcale,2015.0,,commercial,,no,,,,yes,,,,yes,"JDBC,Kafka Connector,ODBC,proprietary key/value interface,Spark Connector","C,Java,Scala",,,,,no,Immediate Consistency,yes,ACID,yes,yes,yes,
Dydra,,RDF store,,"Score,0.40,Rank,#323,Overall,#17,RDF stores",dydra.com/about,,,2010.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
GeoSpock,Spatial and temporal data processing engine for extreme data scale,Relational DBMS,Time Series DBMS,"Score,0.38,Rank,#324,Overall,#144,Relational DBMS",geospock.com,docs.geospock.com/Content/Home.htm,GeoSpock,,"2.0, September 2019",commercial,,yes,,"Java, Javascript",hosted,yes,yes,no,"temporal, categorical",ANSI SQL for query only (using Presto),JDBC,,no,no,Automatic sharding,,no,Immediate Consistency,no,no,yes,yes,no,Access rights for users can be defined per table
Upscaledb,"An embedded,key-value store,with SQL-style analytical functions",Key-value store,,"Score,0.37,Rank,#325,Overall,#46,Key-value stores",upscaledb.com,,,2007.0,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
RDFox,High performance knowledge graph and semantic reasoning engine,"Graph DBMS,RDF store",Relational DBMS,"Score,0.37,Rank,#326,Overall,#29,Graph DBMS,#18,RDF stores",www.oxfordsemantic.tech,docs.oxfordsemantic.tech,Oxford Semantic Technologies,2017.0,"6.0, Septermber 2022",commercial,,no,,C++,"Linux,macOS,Windows",yes,yes,,,no,"RESTful HTTP API,SPARQL 1.1","C,Java",,,,replication via a shared file system,,"Immediate Consistency in stand-alone mode, Eventual Consistency in replicated setups",,ACID,,yes,yes,"Roles, resources, and access types"
TinkerGraph,"A lightweight, in-memory graph engine that serves as a reference implementation of the TinkerPop3 API",Graph DBMS,,"Score,0.37,Rank,#327,Overall,#30,Graph DBMS",tinkerpop.apache.org/docs/current/reference/#tinkergraph-gremlin,,,2009.0,,Open Source,Apache 2.0,no,,Java,,schema-free,yes,no,no,no,TinkerPop 3,"Groovy,Java",no,no,none,none,no,none,yes,no,no,optional,yes,no
Linter,RDBMS for high security requirements,Relational DBMS,Spatial DBMS,"Score,0.37,Rank,#328,Overall,#145,Relational DBMS",linter.ru/en,,relex.ru/en,1990.0,,commercial,,no,,C and C++,"AIX,Android,BSD,HP Open VMS,iOS,Linux,OS X,VxWorks,Windows",yes,yes,no,yes,yes,"ADO.NET,JDBC,LINQ,ODBC,OLE DB,Oracle Call Interface (OCI)","C,C#,C++,Java,Perl,PHP,Python,Qt,Ruby,Tcl",yes,yes,none,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,,fine grained access rights according to SQL-standard
Exorbyte,,Search engine,,"Score,0.37,Rank,#329,Overall,#20,Search engines",www.exorbyte.com,,,2000.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Riak TS,"Riak TS is a distributed NoSQL database optimized for time series data and based on,Riak KV",Time Series DBMS,,"Score,0.35,Rank,#330,Overall,#26,Time Series DBMS",,www.tiot.jp/riak-docs/riak/ts/latest,"Open Source, formerly Basho Technologies",2015.0,"3.0.0, September 2022",Open Source,,no,,Erlang,"Linux,OS X",schema-free,no,no,restricted,"yes, limited","HTTP API,Native Erlang Interface","C,C#,C++,Clojure,Dart,Erlang,Go,Groovy,Haskell,Java,JavaScript,Lisp,Perl,PHP,Python,Ruby,Scala,Smalltalk",Erlang,yes,Sharding,selectable replication factor,yes,Eventual Consistency,no,no,yes,yes,,no
BrightstarDB,,RDF store,,"Score,0.35,Rank,#331,Overall,#19,RDF stores",brightstardb.com,,,2012.0,,Open Source,,no,,C#,,,,,,,,,,,,,,,,,,,,
Machbase,TimeSeries DBMS for AIoT and BigData,Time Series DBMS,,"Score,0.34,Rank,#332,Overall,#27,Time Series DBMS",www.machbase.com,machbase.atlassian.net/wiki/spaces/MAN/overview,Machbase,2013.0,"V6.5, August 2021",commercial,free test version available,no,,C,"Linux,Windows",yes,yes,no,yes,SQL-like query language,"HTTP REST,JDBC,ODBC","C,C#,C++,Java,JavaScript,PHP,Python,R,Scala",no,no,Sharding,selectable replication factor,no,,no,no,yes,no,yes,simple password-based access control
TomP2P,Distributed Key-Value store,Key-value store,,"Score,0.34,Rank,#333,Overall,#47,Key-value stores",tomp2p.net,,,2004.0,4.4,Open Source,Apache Version 2,no,,Java,,,,,,,,,,,,,,,,,,,,
Siaqodb,,Object oriented DBMS,,"Score,0.34,Rank,#334,Overall,#17,Object oriented DBMS",www.siaqodb.com,,,,,commercial,,no,,C#,,,,,,,,,,,,,,,,,,,,
Eloquera,,Object oriented DBMS,,"Score,0.34,Rank,#335,Overall,#18,Object oriented DBMS",www.nuget.org/packages/EloqueraDB,,,2008.0,6.3.3; January 2014,commercial,free licenses,no,,,,,,,,,,,,,,,,,,,,,,
Bangdb,"Converged and high performance database for device data, events, time series, document and graph","Document store,Graph DBMS,Time Series DBMS",Spatial DBMS,"Score,0.33,Rank,#336,Overall,#44,Document stores,#31,Graph DBMS,#28,Time Series DBMS",bangdb.com,bangdb.com/developer,"Sachin Sinha, BangDB",2012.0,"BangDB 2.0, October 2021",Open Source,BSD 3,no,,"C, C++",Linux,schema-free,"yes: string, long, double, int, geospatial, stream, events",no,yes,SQL like support with command line tool,"Proprietary protocol,RESTful HTTP API","C,C#,C++,Java,Python",no,"yes, Notifications (with Streaming only)",Sharding (enterprise version only). P2P based virtual network overlay with consistent hashing and chord algorithm,"selectable replication factor, Knob for CAP (enterprise version only)",no,"Tunable consistency, set CAP knob accordingly",no,ACID,"yes, optimistic concurrency control","yes, implements WAL (Write ahead log) as well","yes, run db with in-memory only mode",yes (enterprise version only)
SiteWhere,M2M integration platform for persisting/querying time series data,Time Series DBMS,,"Score,0.32,Rank,#337,Overall,#29,Time Series DBMS",sitewhere.io,sitewhere.io/docs/2.1.0,SiteWhere,2010.0,,Open Source,Common Public Attribution License Version 1.0,no,,Java,"Linux,OS X,Windows",predefined scheme,yes,no,no,no,HTTP REST,,,,Sharding,selectable replication factor,no,Immediate Consistency,no,no,yes,yes,no,Users with fine-grained authorization concept
ArcadeDB,"Fast and scalable multi-model DBMS, originally forked from,OrientDB,but most of the code has been rewritten","Document store,Graph DBMS,Key-value store,Time Series DBMS",,"Score,0.31,Rank,#338,Overall,#45,Document stores,#32,Graph DBMS,#48,Key-value stores,#30,Time Series DBMS",arcadedb.com,docs.arcadedb.com,Arcade Data,2021.0,September 2021,Open Source,Apache Version 2.0,no,,Java,All OS with a Java VM,schema-free,yes,no,yes,"SQL-like query language, no joins","JDBC,MongoDB API,OpenCypher,PostgreSQL wire protocol,Redis API,RESTful HTTP/JSON API,TinkerPop Gremlin",Java,,,,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,,
BigObject,Analytic DBMS for real-time computations and queries,Relational DBMS,,"Score,0.30,Rank,#339,Overall,#146,Relational DBMS",bigobject.io,docs.bigobject.io,"BigObject, Inc.",2015.0,,commercial,free community edition available,no,,,"Linux,OS X,Windows",yes,yes,no,yes,SQL-like DML and DDL statements,"fluentd,ODBC,RESTful HTTP API",,Lua,no,none,none,no,none,yes,no,yes,yes,yes,no
AntDB,"A scalable, multi-tenant, MPP-architectured,RDBMS,for OLTP and OLAP operations, highly compatible with,Oracle",Relational DBMS,,"Score,0.30,Rank,#340,Overall,#147,Relational DBMS",www.asiainfo.com/en_us/product_aisware_antdb_detail.html,,AsiaInfo Technologies Limited,,,commercial,"community version available at,github.com/ADBSQL/AntDB",no,,,,yes,yes,,yes,SQL2016 compliant,"JDBC,MySQL protocol compliant,ODBC",,,yes,,,,Immediate Consistency,yes,ACID,yes,yes,yes,
IRONdb,"A distributed,Time Series DBMS,with a focus on scalability, fault tolerance and operational simplicity",Time Series DBMS,,"Score,0.30,Rank,#341,Overall,#31,Time Series DBMS",www.circonus.com/solutions/time-series-database,docs.circonus.com/irondb,Circonus LLC.,2017.0,"V0.10.20, January 2018",commercial,,no,,C and C++,Linux,schema-free,yes,no,no,SQL-like query language (Circonus Analytics Query Language: CAQL),HTTP API,".Net,C,C++,Clojure,Erlang,Go,Haskell,Java,JavaScript,JavaScript (Node.js),Lisp,Lua,Perl,PHP,Python,R,Ruby,Rust,Scala","yes, in Lua",no,"Automatic, metric affinity per node","configurable replication factor, datacenter aware",no,"Immediate consistency per node, eventual consistency across nodes",no,no,yes,yes,no,no
TerminusDB,"Scalable,Graph Database,platform making enterprise data available by exploiting inferred entities and relationships",Graph DBMS,"Document store,RDF store","Score,0.30,Rank,#342,Overall,#33,Graph DBMS",terminusdb.com,terminusdb.github.io/terminusdb/#,DataChemist Ltd.,2018.0,"11.0.0, January 2023",Open Source,GPL V3,no,,"Prolog, Rust",Linux,yes,yes,no,,SQL-like query language (WOQL),"OWL,RESTful HTTP API,WOQL (Web Object Query Language)","JavaScript,Python",yes,yes,Graph Partitioning,Journaling Streams,no,,yes,ACID,yes,yes,,Role-based access control
Skytable,"A free and open-source,Key-value Store,that aims to provide flexible data modeling at scale. Formerly also know as TerrabaseDB.",Key-value store,,"Score,0.30,Rank,#343,Overall,#49,Key-value stores","github.com/skytable/skytable,skytable.io",docs.skytable.io,,2020.0,,Open Source,GNU AGPL 3.0,no,,Rust,,,,,,,,,,,,,,,,,,,,
Manticore Search,"Multi-storage database for search, including full-text search.",Search engine,Time Series DBMS,"Score,0.29,Rank,#344,Overall,#21,Search engines",manticoresearch.com,manual.manticoresearch.com,Manticore Software,2017.0,"6.0, February 2023",Open Source,GPL version 2,no,,C++,"FreeBSD,Linux,macOS,Windows",Fixed schema,"Int, Bigint, Float, Timestamp, Bit, Int array, Bigint array, JSON, Boolean",Can index from XML,yes,SQL-like query language,"Binary API,RESTful HTTP/JSON API,RESTful HTTP/SQL API,SQL over MySQL","Elixir,Go,Java,JavaScript (Node.js),Perl,PHP,Python",user defined functions,no,Sharding,Synchronous replication based on Galera library,no,,no,yes,yes,yes,,no
Valentina Server,Object-relational database and reports server,Relational DBMS,,"Score,0.29,Rank,#345,Overall,#148,Relational DBMS",www.valentina-db.net,valentina-db.com/docs/dokuwiki/v5/doku.php,Paradigma Software,1999.0,5.7.5,commercial,,no,,,"Linux,OS X,Windows",yes,yes,,yes,yes,ODBC,".Net,C,C#,C++,Objective-C,PHP,Ruby,Visual Basic,Visual Basic.NET",yes,yes,,,no,,yes,,,yes,yes,fine grained access rights according to SQL-standard
Kyoto Tycoon,,Key-value store,,"Score,0.29,Rank,#346,Overall,#50,Key-value stores",dbmx.net//kyototycoon,,,2009.0,,Open Source,GPL,no,,C++,,,,,,,,,,,,,,,,,,,,
Faircom DB,Native high-speed multi-model DBMS for relational and key-value store data simultaneously accessible through SQL and NoSQL APIs.,"Key-value store,Relational DBMS",,"Score,0.28,Rank,#347,Overall,#51,Key-value stores,#149,Relational DBMS",www.faircom.com/products/faircom-db,learn.faircomcorp.com/developers/documentation_directory,FairCom Corporation,1979.0,"V12, November 2020",commercial,"Restricted, free version available",no,,"ANSI C, C++","AIX,FreeBSD,HP-UX,Linux,NetBSD,OS X,QNX,SCO,Solaris,VxWorks,Windows","schema free, schema optional, schema required, partial schema,","yes, ANSI SQL Types, JSON, typed binary structures",no,yes,"yes, ANSI SQL with proprietary extensions","ADO.NET,Direct SQL,JDBC,JPA,ODBC,RESTful HTTP/JSON API,RESTful MQTT/JSON API,RPC",".Net,C,C#,C++,Java,JavaScript (Node.js and browser),PHP,Python,Visual Basic",yes,yes,"File partitioning, horizontal partitioning, sharding","yes, configurable to be parallel or serial, synchronous or asynchronous, uni-directional or bi-directional, ACID-consistent or eventually consistent (with custom conflict resolution).",no,"Eventual Consistency,Immediate Consistency,Tunable consistency per server, database, table, and transaction",yes,tunable from ACID to Eventually Consistent,yes,"Yes, tunable from durable to delayed durability to in-memory",yes,Fine grained access rights according to SQL-standard with additional protections for files
Tibco ComputeDB,Distributed in-memory data store for real-time operational analytics based on Apache Spark,Relational DBMS,,"Score,0.28,Rank,#348,Overall,#150,Relational DBMS",community.tibco.com/products/tibco-computedb,docs.tibco.com/products/tibco-computedb-enterprise-edition,Tibco,2015.0,,Open Source,Apache 2.0,no,,,,,,,,,,,,,,,,,,,,,,
Immudb,An open source immutable (append-only) database with cryptographic verification which makes it tamper-resistant and fully auditable.,Key-value store,Relational DBMS,"Score,0.28,Rank,#349,Overall,#52,Key-value stores","github.com/codenotary/immudb,www.codenotary.com/technologies/immudb",docs.immudb.io,Codenotary,2020.0,"1.2.3, April 2022",Open Source,Apache Version 2.0,no,,Go,"BSD,Linux,macOS,Solaris,Windows,z/OS",schema-free,,no,yes,SQL-like syntax,"gRPC protocol,PostgreSQL wire protocol",".Net,Go,Java,JavaScript (Node.js),Python",no,no,Sharding,,no,Immediate Consistency,no,ACID,yes,yes,no,
Quasardb,"Distributed, high-performance timeseries database",Time Series DBMS,,"Score,0.27,Rank,#350,Overall,#32,Time Series DBMS",quasardb.net,doc.quasar.ai/master,quasardb,2009.0,"3.13.3, April 2022",commercial,"Free community edition, Non-profit organizations and non-commercial usage are eligible for free licenses",no,,C++,"BSD,Linux,OS X,Windows",schema-free,yes,no,yes,SQL-like query language,HTTP API,".Net,C,C#,C++,Go,Java,JavaScript (Node.js),PHP,Python,R",no,no,Sharding,Source-replica replication with selectable replication factor,with Hadoop integration,Immediate Consistency,no,ACID,yes,yes,yes,Cryptographically strong user authentication and audit trail
Sparksee,,Graph DBMS,,"Score,0.27,Rank,#351,Overall,#34,Graph DBMS",sparsity-technologies.com/#sparksee,,,2008.0,"v6.0, 2021",commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Tigris,"A horizontally scalable, ACID transactional, document database available both as a fully managed cloud service and for deployment on self-managed infrastructure","Document store,Key-value store,Search engine,Time Series DBMS",,"Score,0.27,Rank,#352,Overall,#46,Document stores,#53,Key-value stores,#22,Search engines,#33,Time Series DBMS",www.tigrisdata.com,www.tigrisdata.com/docs,"Tigris Data, Inc.",2022.0,,Open Source,Apache Version 2.0,no,,,"Linux,macOS,Windows",yes,yes,no,yes,no,"CLI Client,gRPC,RESTful HTTP API","Go,Java,JavaScript (Node.js)",no,no,Sharding,yes,,Immediate Consistency,,ACID,yes,"yes, using,FoundationDB",,Access rights for users and roles
Alibaba Cloud Table Store,"A fully managed,Wide Column Store,for large quantities of semi-structured data with real-time access",Wide column store,,"Score,0.27,Rank,#353,Overall,#12,Wide column stores",www.alibabacloud.com/product/table-store,www.alibabacloud.com/help/product/27278.htm,Alibaba,2016.0,,commercial,,yes,,,hosted,schema-free,yes,no,no,no,HTTP API,"Java,Python",no,no,Sharding,yes,no,Immediate Consistency,no,Atomic single-row operations,yes,yes,no,Access rights based on subaccounts and tokens
Fujitsu Enterprise Postgres,"Enterprise-grade,PostgreSQL,-based DBMS with security enhancements such as Transparent Data Encryption and Data Masking, plus high-availability and performance improvement features.",Relational DBMS,"Document store,Spatial DBMS","Score,0.26,Rank,#354,Overall,#151,Relational DBMS",fast.fujitsu.com,fast.fujitsu.com/product-manuals,"PostgreSQL Global Development Group, Fujitsu Australia Software Technology",,"Fujitsu Enterprise Postgres 14, January 2022",commercial,,no,,C,"Linux,Windows",yes,yes,,yes,yes,"ADO.NET,JDBC,native C library,ODBC,streaming API for large objects",".Net,C,C++,Delphi,Java,JavaScript (Node.js),Perl,PHP,Python,Tcl",user defined functions,yes,"partitioning by range, list and by hash",Source-replica replication,no,Immediate Consistency,yes,ACID,"yes, multi-version concurrency control (MVCC)",yes,,fine grained access rights according to SQL-standard
Hawkular Metrics,"Hawkular metrics is the metric storage of the Red Hat sponsored Hawkular monitoring system. It is based on,Cassandra,.",Time Series DBMS,,"Score,0.26,Rank,#355,Overall,#34,Time Series DBMS",www.hawkular.org,www.hawkular.org/hawkular-metrics/docs/user-guide,Community supported by Red Hat,2014.0,,Open Source,Apache 2.0,no,,Java,"Linux,OS X,Windows",schema-free,yes,no,no,no,HTTP REST,"Go,Java,Python,Ruby",no,yes,Sharding,selectable replication factor,no,"Eventual Consistency,Immediate Consistency",no,no,yes,yes,no,no
MyScale,"Built on,Clickhouse,, MyScale integrates vector search and SQL analytics and is used for large scale AI applications","Relational DBMS,Vector DBMS",,"Score,0.26,Rank,#356,Overall,#152,Relational DBMS,#10,Vector DBMS",myscale.com,docs.myscale.com,,2022.0,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
HyperLevelDB,"A fork of Google's,LevelDB",Key-value store,,"Score,0.26,Rank,#357,Overall,#54,Key-value stores",github.com/rescrv/HyperLevelDB,,,2010.0,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
H2GIS,"Spatial extension of,H2",Spatial DBMS,Relational DBMS,"Score,0.25,Rank,#358,Overall,#5,Spatial DBMS",www.h2gis.org,www.h2gis.org/docs/home,CNRS,2013.0,,Open Source,LGPL 3.0,no,,Java,,yes,yes,no,yes,yes,,Java,yes,yes,none,yes,no,Immediate Consistency,yes,ACID,"yes, multi-version concurrency control (MVCC)",yes,yes,yes
Blueflood,"Scalable TimeSeries DBMS based on,Cassandra",Time Series DBMS,,"Score,0.25,Rank,#359,Overall,#35,Time Series DBMS",blueflood.io,github.com/rackerlabs/blueflood/wiki,Rackspace,2013.0,,Open Source,Apache 2.0,no,,Java,"Linux,OS X",predefined scheme,yes,no,no,no,HTTP REST,,no,no,Sharding,selectable replication factor,no,"Eventual Consistency,Immediate Consistency",no,no,yes,yes,no,no
Edge Intelligence,A Big Data Analytics Platform,Relational DBMS,,"Score,0.24,Rank,#360,Overall,#153,Relational DBMS",www.edgeintelligence.com,,,2012.0,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
Alibaba Cloud TSDB,"A stable, reliable, and cost-effective online high-performance time series database service",Time Series DBMS,,"Score,0.23,Rank,#361,Overall,#36,Time Series DBMS",www.alibabacloud.com/product/hitsdb,www.alibabacloud.com/help/doc-detail/55652.htm,Alibaba,,,commercial,,yes,,,hosted,schema-free,Numeric data and Strings,no,no,no,HTTP REST,Java,no,no,,,no,Immediate Consistency,no,no,yes,yes,no,Access managed on TSDB instance level
SenseiDB,,Document store,,"Score,0.22,Rank,#362,Overall,#47,Document stores",senseidb.github.io/sensei,senseidb.github.io/sensei/overview.html,,2010.0,,Open Source,Apache Version 2,no,,,,,,,,,,,,,,,,,,,,,,
IBM Db2 Event Store,Distributed Event Store optimized for Internet of Things use cases,"Event Store,Time Series DBMS",,"Score,0.21,Rank,#363,Overall,#3,Event Stores,#37,Time Series DBMS",www.ibm.com/products/db2-event-store,www.ibm.com/support/knowledgecenter/en/SSGNPV_2.0.0/welcome.html,IBM,2017.0,2.0,commercial,free developer edition available,no,,C and C++,Linux,yes,yes,no,no,yes,"ADO.NET,DB2 Connect,JDBC,ODBC,RESTful HTTP API","C,C#,C++,Cobol,Delphi,Fortran,Go,Java,JavaScript (Node.js),Perl,PHP,Python,R,Ruby,Scala,Visual Basic",yes,no,Sharding,Active-active shard replication,no,Eventual Consistency,no,no,No - written data is immutable,Yes - Synchronous writes to local disk combined with replication and asynchronous writes in parquet format to permanent shared storage,yes,fine grained access rights according to SQL-standard
RaptorDB,,Document store,,"Score,0.21,Rank,#364,Overall,#48,Document stores",github.com/mgholam/RaptorDB-Document,www.codeproject.com/Articles/375413/RaptorDB-The-Document-Store-2,,,,Open Source,Apache Version 2,no,,C#,,,,,,,,,,,,,,,,,,,,
Acebase,"A fast, low memory, transactional,Document Store,, inspired by,Firebase Realtime Database",Document store,,"Score,0.21,Rank,#365,Overall,#49,Document stores",github.com/appy-one/acebase,,,2018.0,,Open Source,MIT License,no,,,"server-less, requires a JavaScript environment (browser, Node.js)",,,,,,,,,,,,,,,,,,,
