DBMS,category_label,Multi_model_info,DBMS_insitelink,has_github_repo,has_company,github_repo_link,Score_Aug-2024,Rank_Aug-2024,org_name,repo_name,Developer,initial_release_recalc,current_release_recalc,open_source_license,License_info,cloud_based_only_recalc,Content,Document,Event,Graph,Key-value,Multivalue,Native XML,Navigational,Object oriented,RDF,Relational,Search engine,Spatial,Time Series,Vector,Wide column,Columnar,Spatial DBMS,Vector DBMS
YottaDB,Key-value,"Key-value store,Relational DBMS",https://db-engines.com/en/system/YottaDB,Y,,YottaDB/YDB,0.25,304,YottaDB,YDB,"YottaDB, LLC",2001,,Y,AGPL 3.0,N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,
Manticore Search,Search engine,"Search engine,Time Series DBMS",https://db-engines.com/en/system/Manticore+Search,Y,,manticoresoftware/manticoresearch,0.24,305,manticoresoftware,manticoresearch,Manticore Software,2017,2023,Y,GPL version 2,N,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0
Alibaba Cloud TSDB,Time Series,Time Series DBMS,https://db-engines.com/en/system/Alibaba+Cloud+TSDB,N,,-,0.24,306,-,-,Alibaba,,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
RDFox,Graph,"Graph DBMS,RDF store,Relational DBMS",https://db-engines.com/en/system/RDFox,N,,-,0.24,307,-,-,Oxford Semantic Technologies,2017,2022,N,,N,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0
Speedb,Key-value,Key-value store,https://db-engines.com/en/system/Speedb,Y,,speedb-io/speedb,0.24,308,speedb-io,speedb,Speedb,2020,,Y,Apache Version 2.0; commercial license available,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Faircom DB,Key-value,"Key-value store,Relational DBMS",https://db-engines.com/en/system/Faircom+DB,N,,-,0.23,309,-,-,FairCom Corporation,1979,2024,N,"Restricted, free version available",N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
ElevateDB,Relational,Relational DBMS,https://db-engines.com/en/system/ElevateDB,N,,-,0.22,310,-,-,"Elevate Software, Inc.",2006,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
FlockDB,Graph,Graph DBMS,https://db-engines.com/en/system/FlockDB,Y_archivedas_twitter-archive/flockdb,Y,twitter-archive/flockdb,0.22,311,twitter-archive,flockdb,Twitter,2010,2012,Y,Apache Version 2,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
TerminusDB,Graph,"Graph DBMS,Document store,RDF store",https://db-engines.com/en/system/TerminusDB,Y,,terminusdb/terminusdb,0.21,312,terminusdb,terminusdb,DataChemist Ltd.,2018,2023,Y,GPL V3,N,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
Riak TS,Time Series,Time Series DBMS,https://db-engines.com/en/system/Riak+TS,N,,-,0.21,313,-,-,"Open Source, formerly Basho Technologies",2015,2022,Y,,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
Alibaba Cloud Table Store,Wide column,Wide column store,https://db-engines.com/en/system/Alibaba+Cloud+Table+Store,N,,-,0.21,314,-,-,Alibaba,2016,,N,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
IBM Db2 Event Store,Event,"Event Store,Time Series DBMS",https://db-engines.com/en/system/IBM+Db2+Event+Store,N,,-,0.2,315,-,-,IBM,2017,,N,free developer edition available,N,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
MyScale,Relational,"Relational DBMS,Vector DBMS",https://db-engines.com/en/system/MyScale,N,,-,0.2,316,-,-,,2022,,N,,Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1.0
EsgynDB,Relational,Relational DBMS,https://db-engines.com/en/system/EsgynDB,N,,-,0.2,317,-,-,Esgyn,2015,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
Tibco ComputeDB,Relational,Relational DBMS,https://db-engines.com/en/system/Tibco+ComputeDB,Y_NotGitHub-release_community.tibco.com/s/article/TIBCO-Graph-Database-Releases,Y,-,0.2,318,-,-,Tibco,2015,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
EJDB,Document,Document store,https://db-engines.com/en/system/EJDB,Y,,Softmotions/ejdb,0.19,319,Softmotions,ejdb,Softmotions,2012,,Y,GPLv2,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Valentina Server,Relational,Relational DBMS,https://db-engines.com/en/system/Valentina+Server,N,,-,0.19,320,-,-,Paradigma Software,1999,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
Badger,Key-value,Key-value store,https://db-engines.com/en/system/Badger,Y,,dgraph-io/badger,0.19,321,dgraph-io,badger,DGraph Labs,2017,,Y,Apache 2.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Actian PSQL,Relational,Relational DBMS,https://db-engines.com/en/system/Actian+PSQL,N,,-,0.18,322,-,-,,1982,2021,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
AgensGraph,Graph,"Graph DBMS,Relational DBMS",https://db-engines.com/en/system/AgensGraph,Y,Y,bitnine-oss/agensgraph,0.18,323,bitnine-oss,agensgraph,Bitnine Global Inc.,2016,2018,Y,Apache License 2.0,N,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
Jade,Object oriented,Object oriented DBMS,https://db-engines.com/en/system/Jade,N,,-,0.18,324,-,-,,1996,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
Apache HugeGraph,Graph,Graph DBMS,https://db-engines.com/en/system/Apache+HugeGraph,,,,0.18,325,,,Baidu,2018,,Y,Apache Version 2.0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kyoto Tycoon,Key-value,Key-value store,https://db-engines.com/en/system/Kyoto+Tycoon,Y,,AlticeLabsProjects/kyoto,0.18,326,AlticeLabsProjects,kyoto,,2009,,Y,GPL,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
TransLattice,Relational,Relational DBMS,https://db-engines.com/en/system/TransLattice,N,,-,0.17,327,-,-,,2007,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
HyperGraphDB,Graph,Graph DBMS,https://db-engines.com/en/system/HyperGraphDB,Y,,hypergraphdb/hypergraphdb,0.17,328,hypergraphdb,hypergraphdb,,2007,,Y,L-GPL,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
NEventStore,Event,Event Store,https://db-engines.com/en/system/NEventStore,Y,,NEventStore/NEventStore,0.17,329,NEventStore,NEventStore,,2011,,Y,MIT-License,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Quasardb,Time Series,Time Series DBMS,https://db-engines.com/en/system/Quasardb,N,,-,0.16,330,-,-,quasardb,2009,2024,N,"Free community edition, Non-profit organizations and non-commercial usage are eligible for free licenses",N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
YTsaurus,Document,"Document store,Key-value store",https://db-engines.com/en/system/YTsaurus,Y,,ytsaurus/ytsaurus,0.16,331,ytsaurus,ytsaurus,Yandex,2023,,Y,"Apache License, Version 2.0",N,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ultipa,Graph,Graph DBMS,https://db-engines.com/en/system/Ultipa,N,,-,0.15,332,-,-,Ultipa,2019,,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Tokyo Tyrant,Key-value,Key-value store,https://db-engines.com/en/system/Tokyo+Tyrant,Y,,hthetiot/Tokyo-Tyrant,0.14,333,hthetiot,Tokyo-Tyrant,Mikio  Hirabayashi,2007,,Y,GPL,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
XtremeData,Relational,Relational DBMS,https://db-engines.com/en/system/XtremeData,N,,-,0.14,334,-,-,,,,N,limited edition free,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
BigObject,Relational,Relational DBMS,https://db-engines.com/en/system/BigObject,N,,-,0.13,335,-,-,"BigObject, Inc.",2015,,N,free community edition available,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
XTDB,Document,Document store,https://db-engines.com/en/system/XTDB,Y,,xtdb/xtdb,0.13,336,xtdb,xtdb,Juxt Ltd.,2019,2021,Y,MIT License,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
GraphBase,Graph,Graph DBMS,https://db-engines.com/en/system/GraphBase,N,,-,0.13,337,-,-,,,,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
AntDB,Relational,Relational DBMS,https://db-engines.com/en/system/AntDB,Y,,ADBSQL/AntDB,0.12,338,ADBSQL,AntDB,AsiaInfo Technologies Limited,,,N,"community version available at,github.com/ADBSQL/AntDB",N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
Machbase Neo,Time Series,Time Series DBMS,https://db-engines.com/en/system/Machbase+Neo,Y,,machbase/neo-server,0.12,339,machbase,neo-server,Machbase,2013,2023,N,free test version available,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
OpenMLDB,Time Series,"Time Series DBMS,Relational DBMS",https://db-engines.com/en/system/OpenMLDB,,,,0.12,340,,,4 Paradigm Inc.,2020,2024,Y,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,
Bangdb,Document,"Document store,Graph DBMS,Time Series DBMS,Spatial DBMS",https://db-engines.com/en/system/Bangdb,Y,,sachin-sinha/BangDB,0.11,341,sachin-sinha,BangDB,"Sachin Sinha, BangDB",2012,2021,Y,BSD 3,N,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0.0
CubicWeb,RDF,RDF store,https://db-engines.com/en/system/CubicWeb,Y_NotGithub-gitlabsite_forge.extranet.logilab.fr/cubicweb/cubicweb,N,-,0.11,342,-,-,Logilab,2001,2021,Y,L-GPL,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
TinkerGraph,Graph,Graph DBMS,https://db-engines.com/en/system/TinkerGraph,Y,,apache/tinkerpop,0.11,343,apache,tinkerpop,,2009,,Y,Apache 2.0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Transbase,Relational,Relational DBMS,https://db-engines.com/en/system/Transbase,N,,-,0.1,344,-,-,Transaction Software GmbH,1987,2022,N,free development license,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
Skytable,Key-value,Key-value store,https://db-engines.com/en/system/Skytable,Y,Y,skytable/skytable,0.1,345,skytable,skytable,"Skytable, Inc.",2020,,Y,GNU AGPL 3.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Mulgara,RDF,RDF store,https://db-engines.com/en/system/Mulgara,Y,,quoll/mulgara,0.1,346,quoll,mulgara,,2006,2012,Y,Apache Version 2,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
Sparksee,Graph,Graph DBMS,https://db-engines.com/en/system/Sparksee,N,,-,0.1,347,-,-,,2008,2021,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
GreptimeDB,Time Series,Time Series DBMS,https://db-engines.com/en/system/GreptimeDB,Y,,GreptimeTeam/greptimedb,0.09,348,GreptimeTeam,GreptimeTeam/greptimedb,Greptime Inc.,2022,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
gStore,Graph,"Graph DBMS,RDF store",https://db-engines.com/en/system/gStore,Y,,pkumod/gStore,0.08,349,pkumod,gStore,,2016,2023,Y,BSD,N,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
Blueflood,Time Series,Time Series DBMS,https://db-engines.com/en/system/Blueflood,Y,,rackerlabs/blueflood,0.08,350,rackerlabs,blueflood,Rackspace,2013,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
FalkorDB,Graph,Graph DBMS,https://db-engines.com/en/system/FalkorDB,,,,0.07,351,,,FalkorDB Ltd,2023,,open source (ssplv1),,no (falkordb is available as falkor cloud),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
chDB,Relational,"Relational DBMS,Time Series DBMS",https://db-engines.com/en/system/chDB,,,,0.07,352,,,,2023,,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,
Transwarp ArgoDB,Relational,"Relational DBMS,Search engine",https://db-engines.com/en/system/Transwarp+ArgoDB,N,,-,0.07,353,-,-,Transwarp,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0
Transwarp KunDB,Relational,Relational DBMS,https://db-engines.com/en/system/Transwarp+KunDB,N,,-,0.07,354,-,-,Transwarp,,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
Exorbyte,Search engine,Search engine,https://db-engines.com/en/system/Exorbyte,N,,-,0.07,355,-,-,,2000,,N,,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0
SiteWhere,Time Series,Time Series DBMS,https://db-engines.com/en/system/SiteWhere,Y,,sitewhere/sitewhere,0.06,356,sitewhere,sitewhere,SiteWhere,2010,,Y,Common Public Attribution License Version 1.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
Warp 10,Time Series,Time Series DBMS,https://db-engines.com/en/system/Warp+10,Y,,senx/warp10-platform,0.06,357,senx,warp10-platform,SenX,2015,,Y,Apache License 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
Elliptics,Key-value,Key-value store,https://db-engines.com/en/system/Elliptics,Y,,reverbrain/elliptics,0.06,358,reverbrain,elliptics,,2009,,Y,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ScaleOut StateServer,Key-value,Key-value store,https://db-engines.com/en/system/ScaleOut+StateServer,N,,-,0.06,359,-,-,,2005,,N,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
openGemini,Time Series,Time Series DBMS,https://db-engines.com/en/system/openGemini,Y,,openGemini/openGemini,0.06,360,openGemini,openGemini,Huawei and openGemini community,2022,2023,Y,Apache Version 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,
ArcadeDB,Document,"Document store,Graph DBMS,Key-value store,Time Series DBMS",https://db-engines.com/en/system/ArcadeDB,Y,,ArcadeData/arcadedb,0.05,361,ArcadeData,arcadedb,Arcade Data,2021,2021,Y,Apache Version 2.0,N,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
OushuDB,Relational,Relational DBMS,https://db-engines.com/en/system/OushuDB,N,,-,0.05,362,-,-,Oushu,,2020,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
SenseiDB,Document,Document store,https://db-engines.com/en/system/SenseiDB,Y_archivedas_LinkedInAttic/sensei,N,LinkedInAttic/sensei,0.05,363,LinkedInAttic,sensei,,2010,,Y,Apache Version 2,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
InfinityDB,Key-value,Key-value store,https://db-engines.com/en/system/InfinityDB,N,,-,0.05,364,-,-,Boiler Bay Inc.,2002,,N,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
STSdb,Key-value,Key-value store,https://db-engines.com/en/system/STSdb,Y,,STSSoft/STSdb4,0.05,365,STSSoft,STSdb4,STS Soft SC,2011,2015,Y,"GPLv2, commercial license available",N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Tigris,Document,"Document store,Key-value store,Search engine,Time Series DBMS",https://db-engines.com/en/system/Tigris,Y,,tigrisdata/tigris,0.05,366,tigrisdata,tigris,"Tigris Data, Inc.",2022,,Y,Apache Version 2.0,N,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0
Galaxybase,Graph,Graph DBMS,https://db-engines.com/en/system/Galaxybase,N,,-,0.04,367,-,-,"Chuanglin(Createlink) Technology Co., Ltd 浙江创邻科技有限公司",2017,2021,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
WakandaDB,Object oriented,Object oriented DBMS,https://db-engines.com/en/system/WakandaDB,N_commercial,Y,-,0.04,368,-,-,Wakanda SAS,2012,2019,Y,"AGPLv3, extended commercial license available",N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
Hawkular Metrics,Time Series,Time Series DBMS,https://db-engines.com/en/system/Hawkular+Metrics,Y,,hawkular/hawkular-metrics,0.04,369,hawkular,hawkular-metrics,Community supported by Red Hat,2014,,Y,Apache 2.0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
Linter,Relational,"Relational DBMS,Spatial DBMS",https://db-engines.com/en/system/Linter,N,,-,0.04,370,-,-,relex.ru,1990,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0
VelocityDB,Graph,"Graph DBMS,Object oriented DBMS",https://db-engines.com/en/system/VelocityDB,N,,-,0.04,371,-,-,VelocityDB Inc,2011,,N,,N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
NosDB,Document,Document store,https://db-engines.com/en/system/NosDB,Y,,Alachisoft/NosDB,0.04,372,Alachisoft,NosDB,Alachisoft,2016,,Y,Professional and Enterprise Versions available,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
TerarkDB,Key-value,Key-value store,https://db-engines.com/en/system/TerarkDB,Y_GithubFork,,bytedance/terarkdb,0.03,373,bytedance,terarkdb,"ByteDance, originally Terark",2016,,N,restricted open source version available,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DataFS,Object oriented,"Object oriented DBMS,Graph DBMS",https://db-engines.com/en/system/DataFS,N,,-,0.03,374,-,-,Mobiland AG,2018,2022,N,,N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
JethroData,Relational,Relational DBMS,https://db-engines.com/en/system/JethroData,N,,-,0.03,375,-,-,JethroData,2013,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
Transwarp StellarDB,Graph,Graph DBMS,https://db-engines.com/en/system/Transwarp+StellarDB,Y_IssueTracking,,stellardb/StellarDB,0.02,376,stellardb,StellarDB,Transwarp,,,N,,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ReductStore,Time Series,Time Series DBMS,https://db-engines.com/en/system/ReductStore,,,,0.02,377,,,ReductStore LLC,2023,2024,Y,Business Source License 1.1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Faircom EDGE,Key-value,"Key-value store,Relational DBMS",https://db-engines.com/en/system/Faircom+EDGE,N,,-,0.02,378,-,-,FairCom Corporation,1979,2020,N,"Restricted, free version available",N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
Kuzu,Graph,Graph DBMS,https://db-engines.com/en/system/Kuzu,,,,0.02,379,,,,2022,2024,Y,MIT license,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dydra,RDF,RDF store,https://db-engines.com/en/system/Dydra,Y_UnlicenseLicense,,dydra/dydra,0.02,380,dydra,dydra,,2010,,N,,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
SmallSQL,Relational,Relational DBMS,https://db-engines.com/en/system/SmallSQL,Y,,CptTZ/SmallSQL,0.02,381,CptTZ,SmallSQL,,2005,,Y,L-GPL,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
H2GIS,Spatial,"Spatial DBMS,Relational DBMS",https://db-engines.com/en/system/H2GIS,Y,,orbisgis/h2gis,0.02,382,orbisgis,h2gis,CNRS,2013,,Y,LGPL 3.0,N,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0
SiriDB,Time Series,Time Series DBMS,https://db-engines.com/en/system/SiriDB,Y,,SiriDB/siridb-server,0.02,383,SiriDB,siridb-server,Cesbit,2017,,Y,MIT License,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
SparkleDB,RDF,RDF store,https://db-engines.com/en/system/SparkleDB,N,,-,0.02,384,-,-,,2012,,N,,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
Tkrzw,Key-value,Key-value store,https://db-engines.com/en/system/Tkrzw,Y,,estraier/tkrzw,0.02,385,estraier,tkrzw,Mikio Hirabayashi,2020,2020,Y,Apache Version 2.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
OrigoDB,Document,"Document store,Object oriented DBMS",https://db-engines.com/en/system/OrigoDB,Y,,DevrexLabs/OrigoDB,0.02,386,DevrexLabs,OrigoDB,Robert Friberg et al,2009,,Y,,N,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
Acebase,Document,Document store,https://db-engines.com/en/system/Acebase,Y,,appy-one/acebase,0.01,387,appy-one,acebase,,2018,,Y,MIT License,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Resin Cache,Key-value,Key-value store,https://db-engines.com/en/system/Resin+Cache,Y,,dlitz/resin,0.01,388,dlitz,resin,,1998,2021,Y,"GPLv3, extended commercial license available",N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
SWC-DB,Wide column,"Wide column store,Time Series DBMS",https://db-engines.com/en/system/SWC-DB,Y,,kashirin-alex/swc-db,0.01,389,kashirin-alex,swc-db,Alex Kashirin,2020,2021,Y,GPL V3,N,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0
Eloquera,Object oriented,Object oriented DBMS,https://db-engines.com/en/system/Eloquera,N,,-,0.01,390,-,-,,2008,2014,N,free licenses,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
Sadas Engine,Relational,Relational DBMS,https://db-engines.com/en/system/Sadas+Engine,N,,-,0.01,391,-,-,SADAS s.r.l.,2006,,N,free trial version available,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
JaguarDB,Key-value,"Key-value store,Vector DBMS",https://db-engines.com/en/system/JaguarDB,Y,Y,datajaguar/jaguardb,0.0,392,datajaguar,jaguardb,"DataJaguar, Inc.",2015,2023,Y,GPL V3.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0
Siaqodb,Object oriented,Object oriented DBMS,https://db-engines.com/en/system/Siaqodb,Y_Nonlicense,,morecraf/Siaqodb,0.0,393,morecraf,Siaqodb,,,,N,,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
LedisDB,Key-value,Key-value store,https://db-engines.com/en/system/LedisDB,Y,,ledisdb/ledisdb,0.0,394,ledisdb,ledisdb,,2014,,Y,MIT-License,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
OpenTenBase,Relational,Relational DBMS,https://db-engines.com/en/system/OpenTenBase,,,,0.0,395,,,"OpenAtom Foundation, previously Tencent",,2024,Y,BSD-3,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
SwayDB,Key-value,Key-value store,https://db-engines.com/en/system/SwayDB,Y,,simerplaha/SwayDB,0.0,396,simerplaha,SwayDB,Simer Plaha,2018,,Y,GNU Affero GPL V3.0,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ActorDB,Relational,Relational DBMS,https://db-engines.com/en/system/ActorDB,Y,,biokoda/actordb,0.0,397,biokoda,actordb,,2014,,Y,Mozilla Public License 2.0,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
BergDB,Key-value,Key-value store,https://db-engines.com/en/system/BergDB,Y,,bergdb/bergdb,0.0,397,bergdb,bergdb,,2013,,Y,Gnu Affero General Public License (AGPL),N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
BrightstarDB,RDF,RDF store,https://db-engines.com/en/system/BrightstarDB,Y,,BrightstarDB/BrightstarDB,0.0,397,BrightstarDB,BrightstarDB,,2012,,Y,,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
Cachelot.io,Key-value,Key-value store,https://db-engines.com/en/system/Cachelot.io,Y,,cachelot/cachelot,0.0,397,cachelot,cachelot,,2015,,Y,Simplified BSD License,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
CortexDB,Document,"Document store,Key-value store",https://db-engines.com/en/system/CortexDB,N,,-,0.0,397,-,-,,2014,,N,,N,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
CovenantSQL,Relational,Relational DBMS,https://db-engines.com/en/system/CovenantSQL,Y,,CovenantSQL/CovenantSQL,0.0,397,CovenantSQL,CovenantSQL,,2018,,Y,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
DaggerDB,Relational,Relational DBMS,https://db-engines.com/en/system/DaggerDB,N,,-,0.0,397,-,-,,2014,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
Edge Intelligence,Relational,Relational DBMS,https://db-engines.com/en/system/Edge+Intelligence,N,,-,0.0,397,-,-,Adapdix,2012,,N,,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
EdgelessDB,Relational,Relational DBMS,https://db-engines.com/en/system/EdgelessDB,Y,,edgelesssys/edgelessdb,0.0,397,edgelesssys,edgelessdb,Edgeless Systems,2021,,Y,GPL V2,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
Helium,Key-value,Key-value store,https://db-engines.com/en/system/Helium,N,,-,0.0,397,-,-,Levyx Inc.,2013,,N,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
HGraphDB,Graph,Graph DBMS,https://db-engines.com/en/system/HGraphDB,Y,,rayokota/hgraphdb,0.0,397,rayokota,hgraphdb,,2016,,Y,Apache 2.0,N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
HyperLevelDB,Key-value,Key-value store,https://db-engines.com/en/system/HyperLevelDB,Y,,rescrv/HyperLevelDB,0.0,397,rescrv,HyperLevelDB,,2010,,Y,,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
